Date,Tier 1 Capital Ratio,Total Capital Ratio,Non Performing Loan Ratio,Coverage Ratio,Equity at Risk,Dividend Growth,Efficiency Ratio,Loan to Deposit Ratio,CASA Ratio,CD Non Equity Ratio,Liquid Assets to Total Assets Ratio,Stable funds to Net Loans Ratio,Liquid Assets to Wholesale funds Ratio,Total Investment Securities to Total Assets Ratio,E/A Ratio,D/E Ratio,LT Debt/E Ratio,Net Profit Margin,"Total Assets, Reported",Total Deposits,Total Debt,Cash and Equivalents,Total Equity,Net Income After Taxes,Net Interest Margin,ROAA,ROAE,Liquidity Coverage Ratio
2010-12-31,,13.94,0.049604737610168904,0.9883605344824128,0.558843481149235,,0.5052973402114526,0.8061278949491746,,0.821870937554367,0.060532816193349215,1.240497948607831,0.6892252087777416,0.2398047439430586,0.10849617534489729,0.8094970990103155,,19.31518,2874944416.797315,2106474891.2095847,252498718.46200475,174028481.94808742,311920473.55167496,42407196.0697007,-0.013860025502813483,0.014750614245593754,0.13595515416744589,
2011-12-31,,13.22,0.03638640783044544,0.9496441658530365,0.4666245343728515,,0.5050113505388671,0.8735417446183641,,0.8058905984360838,0.07641579745138226,1.144764982510233,0.7977063767257352,0.20847867095659106,0.09885617614209478,1.022387768920784,0.053359875451773064,19.48017,3497028852.378048,2539623957.464164,353442416.84969896,267228248.4649607,345702900.2046719,50925102.055325024,-0.027776476114709066,0.014562391162627943,0.147308865575542,
2012-12-31,,15.56,0.03885136826592508,0.8907284685924979,0.4658978996233,,0.498815242229414,0.9105976045763503,,0.7977558470965261,0.11413884777529149,1.098179915007841,1.516350810817391,0.17367231691338714,0.10580748069972835,0.9189703113657863,0.20756447735347391,15.81616,4042528801.8648715,2883727049.2447343,393070976.6254953,461409579.543286,427729788.1814134,53267828.34500125,-0.02251177089068401,0.013176858089527552,0.12453616703078142,33.206753645433615
2013-12-31,10.83809,13.21,0.04014706222073946,0.9012403434797328,0.5841145805282861,,0.49568786318325697,1.0777476348072352,0.017244207632220326,0.6521760561987013,0.13574297322061127,0.927861001688822,1.3014220171059052,0.1578865567615298,0.08700241341895448,2.3725077510778165,1.1736493037206406,17.50421,5230455404.348623,3114397078.4675426,1079638699.8282552,709997567.8840966,455062243.45854366,60921846.761731215,0.01442949287612415,0.011647522453031628,0.13387585464949966,26.313523842805417
2014-12-31,11.07,13.73,0.0713227760060269,0.48558722065556714,0.8161380209623322,,0.5200964339904987,1.150027741868571,0.8133134060316162,0.6296916192108291,0.1338482746182972,0.8695442410590851,0.8830290005238617,0.14506570415127198,0.08850082306204025,2.587929314566181,0.8751930212977511,15.48007,6119632488.578409,3512445024.8262906,1401603138.5520306,819102249.8942965,541592512.0763909,67868867.7939212,-0.06881517585962825,0.01109035026541065,0.12531352683167893,7.0651419752309454
2015-12-31,10.95,14.21,0.07456851997999558,0.4305588996239565,0.8517549834021969,,0.5689058683133504,1.13033626116297,0.8068860060017398,0.6542531548974392,0.11335206239707352,0.8846924887388194,1.5244235045622228,0.13193958582013932,0.0870180417434539,2.37650990788589,1.5220051518533506,13.94495,7093754625.697363,4237250923.2686143,1466983053.7647283,804091716.9615763,617284636.1367522,70116517.06035763,-0.07678334426127718,0.009884260276829737,0.11358863149288577,
2016-12-31,11.2,13.88,0.08298813668047453,0.42491344261645414,0.9723907980228242,,0.48241816203958626,1.1819170137552182,0.7859327902980883,0.6400986131046478,0.11043279361583534,0.8460830907432099,1.8019335430891243,0.12144602145275092,0.08646330056962627,2.36669852734885,1.6578923742067784,16.44593,8256883823.435869,4828242328.545183,1689627325.0092607,911830747.1834227,713917427.7942206,104485420.4005882,-0.07427933212833616,0.012654340624730934,0.14635504938353328,7.360638535974055
2017-12-31,11.89,14.95,0.04061691907209321,0.8607291834787704,0.6441299960751093,,0.4494882446268017,1.1113696139989602,0.7454810568700413,0.6650271883778052,0.10203071786133146,0.89979066136402,2.120831282348117,0.11157361640737275,0.08169886494577995,2.1991909913865952,1.6103354060091533,17.83806,10508948540.1692,6417764660.981751,1888157578.660241,1072235563.5212548,858569167.5054349,150317709.171322,-0.08504757944171644,0.014303782019366685,0.17507932367064702,3.023163142961284
2018-12-31,13.32,16.47,9.89109049010637,0.3544613984101591,1.5134675798921586,,0.44723812500074034,1.080557602805461,0.6573530360629589,0.6690380053261412,0.09425477644021506,0.9254481180861541,5.287667185712998,0.14755446620786317,0.08230096838292511,2.2132953444389996,1.9967073847171275,12.99953,12895395069.165634,7917457017.028553,2348978099.731719,1215452579.3524585,1061303501.8727293,172286525.70372337,-0.20053258595636558,0.013360313877911362,0.16233483202468868,32.09955720074982
2019-12-31,13.26,16.22,5.453773900363143,0.9074054753147436,1.0337746314726444,,0.5079384865556167,1.0153900085198317,0.6901107974473243,0.69825865434355,0.08427658149764337,0.9848432539312985,6.327724328965418,0.16814784352735235,0.07546894235073916,2.1953117264273025,1.9901950530758459,7.82283,16203172564.235924,10460149444.167973,2684506860.437706,1365547993.130208,1222836296.1493993,131290443.28118627,-0.1888652881324658,0.008102761527762412,0.10736551057129068,3.981012775595752
2020-12-31,14.1,16.05,4.659289398879443,1.2354646255186301,0.8637459694130514,,0.4236392919028796,0.8243920257305685,0.606143235149467,0.7793983678760912,0.13088837974231862,1.2130151296815486,17.05817002244179,0.2003610125312201,0.06516749049755988,1.7299581089616947,1.591123330443999,13.20247,26644410324.144924,19413302065.05349,3003811649.4610057,3487443696.5168357,1736349356.6118007,239746012.2653476,-0.04685696248342719,0.008997985294052161,0.13807475514787668,3.807682726081378
