Date,Tier 1 Capital Ratio,Total Capital Ratio,Non Performing Loan Ratio,Coverage Ratio,Equity at Risk,Dividend Growth,Efficiency Ratio,Loan to Deposit Ratio,CASA Ratio,CD Non Equity Ratio,Liquid Assets to Total Assets Ratio,Stable funds to Net Loans Ratio,Liquid Assets to Wholesale funds Ratio,Total Investment Securities to Total Assets Ratio,E/A Ratio,D/E Ratio,LT Debt/E Ratio,Net Profit Margin,"Total Assets, Reported",Total Deposits,Total Debt,Cash and Equivalents,Total Equity,Net Income After Taxes,Net Interest Margin,ROAA,ROAE,Liquidity Coverage Ratio
2010-12-31,10.6,12.1,0.059798202985087714,0.5116568914956011,0.8883479459727278,,0.7893051957625156,0.8433356413518189,0.2529606151853303,0.5148256668118945,0.012370237935396336,1.1857675058023838,,0.49378131426269706,0.04100534241638341,0.25899915986299304,0.24889597380495895,12.65639,1017318475916.6067,502265456506.1107,10804277498.202732,12584471603.163193,41715492451.47376,3865923795.830338,-0.007762828993114367,0.003800111653675738,0.09267357445983498,13.622568093385214
2011-12-31,10.7,11.9,0.06075331555949268,0.5458114265685243,0.9370046954341683,,0.8335961834167882,0.8615989304812834,0.19355258467023173,0.49457597383419805,0.037150025563497356,1.1606328241858501,,0.46321734390183616,0.039840964573394325,0.22395733741262455,0.20417702424203796,7.28951,1061621135873.4723,504133716750.5392,9472501797.268152,39439252336.4486,42296010064.70165,2505391804.457225,-0.01453475126894302,0.0023599679017278215,0.0592347079694903,1.3725723221266615
2012-12-31,12.5,,,,,,0.915778512801666,0.6931269567252831,0.9465800587139499,0.42664009121095864,0.08807895824489623,1.44273713537929,1.76274738812537,0.10209858748458096,0.03939518214645744,2.1292436940684674,0.860894092818442,1.66867,1124091480948.9575,460689252336.4486,94290977713.87491,99008806613.9468,44283788641.265274,1099928109.2739036,-0.010588336249489128,0.0009785040878926908,0.02483816635889527,4.6411811786511645
2013-12-31,11.8,13.4,0.09568040475274489,0.48342493491466587,1.0079603750221122,,0.9207691258693577,0.6962471612261887,0.9522176783881422,0.4254493190156415,0.09583484668417624,1.4362715651707076,2.6860414117864315,0.10725807182218972,0.041901905216057085,1.6768873950901193,0.8254024411816735,6.32401,1091115204888.5693,444762760603.8821,76666966211.35873,104566858375.26959,45719805895.03954,2151329978.432782,-0.010497501419904576,0.001971679955328354,0.0470546612418185,
2014-12-31,12.6,14.3,0.08568733153638813,0.5037433155080214,0.8655597602708722,,0.9053718687795672,0.736757557770297,0.9510773688208508,0.3845626458106694,0.08079040590518738,1.3572985976911764,2.312582056892779,0.10986761335577745,0.042219551759829624,1.6694852342066668,0.8420214017997791,9.23284,1175537383177.57,432981667864.84546,82857656362.32925,94972142343.63766,49630661394.680084,2676132278.936017,-0.006077071853935822,0.002276518226670275,0.053920947328396314,
2015-12-31,13.5,16.3,0.07630406846905294,0.502485284499673,0.7782577027965513,,0.7996068152031455,0.7275825092788721,0.9474511891681675,0.4153340954746682,0.09480879292501224,1.3744145677596464,4.004558115978729,0.10056048039892355,0.04424265451430653,1.3775598353574876,0.8174703999186951,13.99473,1199129223580.1582,476004672897.1962,73083213515.45651,113687994248.74191,53052659956.86556,3949496764.9173255,-0.009492640036973825,0.0032936373221941696,0.07444483967681284,5.886469383956821
2016-12-31,,,,,,,0.8327024981074943,0.7208912451640637,0.9591184267086975,0.4319794130458835,0.10540511007647542,1.3871717914571366,4.958598173040186,0.10292508538697688,0.04574128299747051,1.2332413281035624,0.7622875405549369,13.79562,1217129762760.6038,501725377426.312,68658339324.22717,128291696621.13588,55673076923.07692,3898274622.573688,-0.008189370980221653,0.0032028422456221177,0.07002082223621132,7.741188591259083
2017-12-31,,,,,,,0.8835012481367742,0.7064243911749125,0.8420256533286719,0.4611300474102052,0.11893737246900016,1.4155796607430524,6.689177259887006,0.039623293046617485,0.045854653900486576,1.147925652084617,0.731584171972342,10.95063,1145039539899.353,503800323508.26746,60272286125.08986,136187994248.74191,52505391804.45722,3309669302.659957,-0.004523298083278255,0.002890441061057919,0.06303484630656535,8.408699994451535
2018-12-31,13.4,16.5,0.041642664297661766,0.6352777777777778,0.48233539802707043,,0.8120149923454574,0.7200898028888193,0.8362842685804538,0.46811123340077954,0.1062708297057952,1.3887156796114197,6.112092063073747,0.03820446790507,0.04660508252458325,1.122472388817881,0.7435519286861337,15.00132,1176696621135.8735,525153666427.0309,61556434219.98562,125048526240.11502,54840043134.43565,4325125808.770669,-0.0010147133434804667,0.003675650742156117,0.0788680234654082,
2019-12-31,15.1,18.3,0.036730862540415285,0.6621604938271605,0.4238670171738001,,0.8304632992761766,0.7034804642798758,0.9665113617786497,0.47316781870950575,0.1035749386383426,1.421503582226209,7.784926572457745,0.03926556234115828,0.0468383539666284,1.1181702268326854,0.7985738347474303,10.69501,1218820093457.9438,549694464414.0906,63833572969.08699,126239216391.08556,57087526959.022285,3546010064.7016535,-0.00199882334542259,0.0029093793938375126,0.06211532104459521,25.832842956969476
