Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,4297466000,3410751000,3410751000,3410751000,4296496000,3430851430,3409976430,5012677000,5214406000,5138187000,,8149895000,,,,,,,,,,,2935489000,-1514466000,-3776210000,,,4200000000,0.81208,0.81208,3410751000,4200000000,0.81208,0.81208,,-970000,-195430,,,42.02045,20.14769,33.35018,,,8149895000,,5867767000,3863118000,403528000,92670000,10227083000,,,3734051000,1278626000,76219000,,,,,,,,,,,,,,,2227038000,,81971000,9528000,101256000,-207312000,-8558000,-2045874000,,865840000,3431626000,-20875000,3410751000,,0.13571,570000000,,225130000,131308000,,865644570,0.8119,0.8119,,159661000,,-20875000,,,,1058191000,,,1058191000,-192351000,,-192351000,,865840000,,,,,,,,,,,4295893548
2011-12-31,,,,,4272090000,3378496000,3378496000,3378496000,4146725000,3298213450,3278783450,6157213000,5235893000,5015823000,,8795445000,,,,,,,,,,,3559552000,-1652397000,-4303285000,,,4200000000,0.8044,0.8044,3378496000,4200000000,0.8044,0.8044,,-125365000,-25652450,,,37.49715,20.46221,29.65386,,,8795445000,,7337160000,3677404000,309804000,68738000,11393106000,,,4154911000,2002302000,220070000,,,,,,,,,,,,,,,2534166000,,-340950000,259011000,201419000,-233751000,-133646000,-2283491000,,874164000,3397926000,-19430000,3378496000,,0.14286,600000000,,233751000,110826000,,848511550,0.78066,0.78066,,193994000,,-19430000,,,,482355000,,,482355000,391809000,,391809000,,874164000,,,,,,,,,,,4295893548
2012-12-31,,,,,4277047000,3361802000,3361802000,3361802000,4263765000,3379190530,3351275530,7418772000,6407461000,5205082000,,9769432000,,,,,,,,,,,3361971000,-1847010000,-4290006000,,,4200000000,0.80043,0.80043,3361802000,4200000000,0.80043,0.80043,,-13282000,-2755530,,,30.93429,20.74632,24.31466,,,9769432000,,9404626000,4005815000,352702000,63090000,13826233000,,,5201195000,2217577000,1202379000,,,,,,,,,,,,,,,1199288000,,435055000,58334000,191365000,-258233000,-45052000,-2139711000,,887330000,3389717000,-27915000,3361802000,,0.14202,596500000,,258233000,543197000,,884574470,0.79792,0.79792,,215817000,,-27915000,,,,,,1302085000,1302085000,-414755000,,-414755000,,887330000,,,,,,,,,,,4295893548
2013-12-31,,,,,4424294000,3504843000,3504843000,3504843000,4427224000,3531546230,3507180230,6793903000,7118805000,5599188000,,11398630000,,,,,,,,,,,4279825000,-2016175000,-5454719000,,,4200000000,0.83449,0.83449,3504843000,4200000000,0.83449,0.83449,,2930000,592770,,,31.80038,20.23114,25.19167,,,11398630000,,10098813000,3527487000,236292000,50116000,13912708000,,,4670591000,2123312000,1519617000,,,,,,,,,,,,,,,3204777000,,255094000,65767000,339623000,-285315000,-68697000,-3084532000,,895085000,3529209000,-24366000,3504843000,,0.10119,,,285315000,626314000,,895677770,0.83504,0.83504,,248662000,,-24366000,,,,,,662003000,662003000,,233082000,233082000,,895085000,,,,,,,,,,,4295893548
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295893548
2015-12-31,,,,,4659487000,3580901000,3580901000,3580901000,4722430000,3663949020,3629736020,8687681000,10258049000,7615684000,,17162921000,,,,,,,,,,,6904872000,-2609116000,-9861069000,,,4200000000,0.8526,0.8526,3580901000,4200000000,0.8526,0.8526,,62943000,14107980,,,24.59386,22.41391,18.90083,,,17162921000,,14693868000,1971919000,168490000,2089683000,18945730000,,,5827205000,2860476000,2642365000,,,,-66062000,,,,,,,,,,,3901833000,5399000,897146000,,1509520000,-224610000,-62943000,-4579587000,,1044373000,3615114000,-34213000,3580901000,,0.135,,,158548000,144757000,,1058480980,0.86422,0.86422,66062000,376876000,,-34213000,,,,,,830414000,830414000,,213959000,213959000,,1044373000,,,,,,,,,,,4295893548
2016-12-31,,,,,6490950000,5105291000,5105291000,5105291000,6499474000,5154519100,5112051100,10361926000,12255733000,8868637000,,19089819000,,,,,,,,,,,6834086000,-2925141000,-9211773000,,,4200000000,1.21555,1.21555,5105291000,4200000000,1.21555,1.21555,,8524000,1763900,,,28.69859,20.69329,22.57215,,,19089819000,,18010787000,2039448000,212420000,2332724000,22617659000,,,7000456000,3361470000,3387096000,,,,-89117000,,,,,,,,,,,4324798000,9088000,,,2113576000,-251809000,-8524000,-4806905000,,1343191000,5147759000,-42468000,5105291000,,0.29762,,,162692000,191219000,,1344954900,1.21716,1.21716,89117000,426616000,,-42468000,,,,,,1035607000,1035607000,,307584000,307584000,,1343191000,,,,,,,,,,,4295893548
2017-12-31,,,,,8349437000,6332056000,6332056000,6332056000,8364193000,6399263500,6343345500,12673800000,15686570000,12004707000,,24504827000,,,,,,,,,,,8818257000,-3252137000,-12473527000,,,4200000000,1.50763,1.50763,6332056000,4200000000,1.50763,1.50763,,14756000,3466500,,,29.44051,23.49216,22.32713,,,24504827000,,22355055000,2550023000,465772000,2948300000,28360370000,,,8439849000,4233951000,3681863000,,,,-107554000,,,,,,,,,,,5118766000,7816000,1749391000,,1942284000,-286244000,-14756000,-5221418000,,1961463000,6387974000,-55918000,6332056000,,0.41667,,,178690000,202213000,,1964929500,1.51032,1.51032,107554000,470021000,,-55918000,,,,,,2284299000,2284299000,,-322836000,-322836000,,1961463000,,,,22045000,22045000,,22045000,,,,4295893548
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295893548
2018-12-31,,,,,8753758000,6641652000,6641652000,6641652000,8844376000,6776031080,6711078080,20369094000,20876933000,10040687000,,32200170000,,,,,,,,,,,11323237000,-3721243000,-12610166000,,,4200000000,1.58135,1.58135,6641652000,4200000000,1.58135,1.58135,,90618000,21191920,,,21.22328,23.38599,16.10253,,,32200170000,,31511446000,4145126000,678622000,4838070000,41246027000,,,14756253000,5612841000,10836246000,,,,-127014000,,,,,,,,,,,6944272000,7691000,,,3517425000,-339986000,-90618000,-6331709000,,2047153000,6706605000,-64953000,6641652000,,0.0,0,,212972000,225277000,,2068344920,1.59788,1.59788,127014000,534796000,,-64953000,,,,,,1806595000,1806595000,,240558000,240558000,,2047153000,,,,16630000,16630000,,16630000,,,,4295893548
