Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2011-06-30,,,,,554199000,368592000,368592000,368592000,715715000,482439530,477464530,1655954000,1131592000,788494000,,1988267000,,,,,,,,,,,856675000,-418778000,-1090970000,,,844099720,0.43667,0.43667,368592000,886996660,0.41555,0.41555,,161516000,52643470,,,19.88125,32.59335,13.22281,,,1988267000,,2787546000,,,,2787546000,,,1655954000,,343098000,,,,-24506000,,,,,,,,,,,485635000,179447000,,,214773000,-17444000,-161516000,-468726000,,180632000,373567000,-4975000,368592000,,0.17,143500270,,17444000,,,233275470,0.56565,0.53829,24506000,,83383000,-4975000,967000,100000,235000,,,200181000,200181000,,-14365000,-14365000,-5184000,180632000,,,,,,12598000,12598000,,,,4295875731
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295875731
2012-06-30,,,,,205863000,80887000,80887000,80887000,617378000,347843750,348371750,1949111000,1088079000,633136000,,1918159000,,,,,,,,,,,830080000,-393312000,-1257353000,,,844119210,0.09582,0.09582,80887000,844119210,0.09582,0.09582,,411515000,144030250,,,6.77807,60.96482,2.66322,,,1918159000,,1781127000,360741000,182916000,529317000,3037190000,,,498873000,1450238000,454943000,,,,-25801000,,,,,,,,,,,438596000,207923000,,,4065000,-18866000,-411515000,-391033000,,125504000,80359000,528000,80887000,,0.05,42205960,,18866000,60606000,5572000,269534250,0.4127,0.4127,25801000,,-21491000,528000,1089000,99000,122000,,,141525000,141525000,,,,406000,141931000,,,,,,11525000,11525000,,,,4295875731
2013-06-30,,,,,-22800000,-176170000,-176170000,-176170000,192086000,-40668100,-36494100,1660404000,1066328000,556288000,,1653344000,,,,,,,,,,,587016000,-383839000,-1166104000,,,844119210,-0.2087,-0.2087,-176170000,844119210,-0.2087,-0.2087,,214886000,75210100,,,-0.83617,,-6.46085,,,1653344000,,1536794000,366216000,50095000,670379000,2726732000,,,510081000,1150323000,510040000,,,,-22036000,,,,,,,,,,,354201000,137350000,,,4074000,-19131000,-214886000,-525710000,,157544000,-180344000,4174000,-176170000,,0.0,0,,19131000,47258000,5253000,232754100,-0.04323,-0.04323,22036000,,-198873000,4174000,,,,,,204941000,204941000,,,,-5284000,199657000,,,,,,,,,,,4295875731
2014-06-30,,,,,501047000,464777000,464777000,464777000,512471000,471886290,475296290,1319051000,1060932000,378607000,,2116800000,,,,,,,,,,,1055868000,-378965000,-933428000,,,845404030,0.54977,0.54977,464777000,880813320,0.52767,0.52767,,11424000,904710,,,21.05255,7.91942,19.52858,,,2116800000,,1540065000,291134000,50421000,409103000,2379983000,,,393828000,925223000,682325000,,,,-20112000,,,,,,,,,,,391873000,376675000,,,244922000,-18249000,-11424000,-389186000,,39680000,461367000,3410000,464777000,,0.15,126848820,,18249000,62467000,638000,40584710,0.56221,0.53961,20112000,,244922000,3410000,1313000,60000,0,,,157727000,157727000,,-118047000,-118047000,,39680000,,,,,,,,,,,4295875731
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295875731
2015-06-30,,,,,757086000,589751000,589751000,589751000,781679000,612102840,609008840,949055000,1142513000,734546000,,2268913000,,,,,,,,,,,1126400000,-419282000,-1103860000,,,847414630,0.69594,0.69594,589751000,879354800,0.67066,0.67066,,24593000,5335170,,,36.19705,21.69384,28.1966,,,2268913000,,1507702000,205365000,39737000,271308000,2091568000,,,219316000,729739000,407967000,,,,-20094000,,,,,,,,,,,425963000,233620000,,,223933000,-19163000,-24593000,-473547000,,164241000,592845000,-3094000,589751000,,0.25,212892700,,19163000,,14556000,169576170,0.71867,0.69256,20094000,,223933000,-3094000,1288000,63000,7000,,,195717000,195717000,,-31476000,-31476000,,164241000,,,,,,,,,,,4295875731
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182519000,,,,,,,,,,,,,,,,,,,,,,17684000,,,,,,,,,,,,,,,,,,,,,,,,,4295875731
2016-06-30,,,,,736268000,604550000,604550000,604550000,757236000,624920150,621854150,706051000,1200505000,856902000,,2229198000,,,,,,,,,,,1028693000,-443286000,-1149327000,,,849895130,0.71132,0.71132,604550000,867440530,0.69694,0.69694,0,20968000,3663850,,,38.6177,17.47353,31.70901,,,2229198000,,1494441000,169754000,34163000,158975000,1906556000,,,156092000,549959000,343603000,,,,-17836000,,,,,,,,,,,406758000,196926000,,,285029000,-19606000,-20968000,-605917000,,128652000,607616000,-3066000,604550000,,0.27,230914760,,19606000,51193000,10910000,132315850,0.73168,0.71688,17836000,15878000,276708000,-3066000,1179000,63000,,,,146239000,146239000,,-17587000,-17587000,,128652000,,,,,,,,,,,4295875731
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295875731
2017-06-30,,,,,913987000,750200000,750200000,750200000,918320000,745767830,753718830,638884000,1277528000,1052588000,,2421404000,,,,,,,,,,,1143876000,-531947000,-1282477000,,,854445930,0.878,0.878,750200000,863954140,0.86833,0.86833,,4333000,814170,,,47.69262,18.78998,39.14607,,,2421404000,,1578093000,129107000,25112000,145201000,1916412000,,,117852000,521032000,224940000,,,,-27035000,,,,,,,,,,,482516000,266809000,12918000,,279234000,-15691000,-4333000,-669682000,,171738000,742249000,7951000,750200000,,0.37,320200000,,15691000,51390000,12081000,172552170,0.88211,0.87241,27035000,14861000,263452000,7951000,1065000,66000,100000,,,133664000,133664000,,38074000,38074000,,171738000,,,,,,,,,,,4295875731
2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295875731
2018-06-30,,,,,1095846000,863920000,863920000,863920000,1100504000,871414350,867608350,530760000,1366041000,1236484000,,2572736000,,,,,,,,,,,1206695000,-557824000,-1347333000,,,859633150,1.00499,1.00499,863920000,865371860,0.99832,0.99832,0,4658000,969650,,,57.77338,20.81679,45.54616,,,2572736000,,1630310000,106182000,27874000,117153000,1896801000,,,82192000,448568000,129557000,,,,-27928000,,,,,,,,,,,590649000,207864000,13393000,,283148000,-13941000,-4658000,-723464000,,228120000,867726000,-3806000,863920000,,0.47,412800000,,13941000,47683000,10980000,229089650,1.00928,1.00258,27928000,11490000,280291000,-3806000,911000,157000,0,,,147715000,147715000,,80405000,80405000,,228120000,,,,,,,,,,,4295875731
