Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,19001000000,12362000000,11632000000,11632000000,19941000000,13289452000,12258452000,8039000000,44757000000,29004000000,,85210000000,,,,,,,,,,,40453000000,-27212000000,-50456000000,,-730000000,5226800000,2.22545,2.22545,11632000000,5263100000,2.2101,2.2101,0,940000000,313548000,,,35.98947,33.35614,22.03197,,,85210000000,,41597000000,9666000000,,435000000,52796000000,,,2832000000,5207000000,15753000000,,,,-2199000000,,,,,,,,,,,15850000000,455000000,,,2180000000,,,-21045000000,,6338000000,12663000000,-301000000,12362000000,,0.2,1045000000,,1924000000,630000000,436000000,6651548000,2.34531,2.32913,,1300000000,,-301000000,34308000,3663000,1113000,1425000000,,,2051000000,4060000000,,4287000000,,6338000000,591000000,5000000,-717000000,108000000,-10000000,1092000000,1137000000,669000000,18000000,-746000000,8589934175
2011-12-31,,,,,23656000000,15869000000,15025000000,15025000000,24367000000,16698235000,15512235000,6649000000,42763000000,34864000000,,80948000000,,,,,,,,,,,38185000000,-27667000000,-49393000000,,-844000000,5278100000,2.84667,2.84667,15025000000,5323400000,2.82244,2.82244,0,711000000,223765000,,,47.87501,31.47193,30.40759,,,80948000000,,38949000000,8475000000,,548000000,49412000000,,,2275000000,4374000000,7899000000,,,,-1880000000,,,,,,,,,,,15584000000,1536000000,,,1889000000,,,-19846000000,,7445000000,16211000000,-342000000,15869000000,,0.48,2537000000,,2208000000,607000000,529000000,7668765000,2.93898,2.91397,,1200000000,,-342000000,32704000,5743000,1204000,3352000000,,,3872000000,3088000000,,3573000000,,7445000000,554000000,7000000,-759000000,92000000,-99000000,1104000000,1045000000,625000000,20000000,-800000000,8589934175
2012-12-31,,,,,28471000000,18897000000,17999000000,17999000000,28887000000,19650993000,18281993000,5161000000,43230000000,36013000000,,86086000000,,,,,,,,,,,42856000000,-28804000000,-50398000000,,-898000000,5287600000,3.404,3.404,17999000000,5351500000,3.36336,3.36336,,416000000,133007000,,,58.83532,31.97288,37.19493,,,86086000000,,38348000000,8098000000,,587000000,48391000000,,,1727000000,3434000000,7217000000,,,,-1674000000,,,,,,,,,,,16573000000,1357000000,,,1807000000,,,-19920000000,,9103000000,19368000000,-471000000,18897000000,,0.88,4658000000,,2807000000,578000000,560000000,9236007000,3.45752,3.41624,,1100000000,,-471000000,33539000,4526000,317000,9141000000,,,10400000000,-1151000000,,-1297000000,,9103000000,546000000,3000000,-652000000,141000000,45000000,1143000000,1218000000,606000000,14000000,-688000000,8589934175
2013-12-31,,,,,32629000000,21878000000,20889000000,20889000000,32973000000,22458302490,21123302490,4289000000,42800000000,40491000000,,83780000000,,,,,,,,,,,40980000000,-30136000000,-48842000000,,-989000000,5287300000,3.95079,3.95079,20889000000,5371200000,3.88908,3.88908,0,344000000,109697510,,,69.29219,31.88881,44.36068,,,83780000000,,36874000000,8116000000,,723000000,47089000000,,,1337000000,2952000000,2309000000,,,,-1504000000,,,,,,,,,,,18453000000,-29000000,,,2351000000,,,-17202000000,,10405000000,22224000000,-346000000,21878000000,,1.15,6169000000,,3293000000,610000000,725000000,10514697510,3.9951,3.9327,,1300000000,,-346000000,36114000,3766000,385000,4601000000,,,5428000000,4457000000,,4977000000,,10405000000,494000000,0,-674000000,152000000,99000000,1200000000,1318000000,541000000,11000000,-710000000,8589934175
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934175
2014-12-31,,,,,33915000000,23057000000,21821000000,21821000000,34237000000,23832142000,22045142000,4025000000,43527000000,42132000000,,84347000000,,,,,,,,,,,40820000000,-29942000000,-49037000000,,-1236000000,5237200000,4.16654,4.16654,21821000000,5324400000,4.0983,4.0983,,322000000,97858000,,,71.32192,30.39068,45.88871,,,84347000000,,36497000000,8438000000,,932000000,47552000000,,,1096000000,2929000000,1395000000,,,,-1370000000,,,,,,,,,,,19330000000,2973000000,,,1014000000,,,-17725000000,,10307000000,23608000000,-551000000,23057000000,,1.35,7143000000,,2515000000,653000000,858000000,10404858000,4.20934,4.1404,,1300000000,,-551000000,37904000,4022000,327000,7321000000,,,7953000000,2117000000,,2354000000,,10307000000,492000000,1000000,-629000000,102000000,-32000000,1100000000,1051000000,534000000,8000000,-665000000,8589934175
2015-12-31,,,,,33641000000,22894000000,21470000000,21470000000,34200000000,23662768650,21856768650,3976000000,45301000000,42859000000,,86057000000,,,,,,,,,,,40756000000,-30681000000,-49974000000,,-1424000000,5136500000,4.17989,4.17989,21470000000,5209800000,4.12108,4.12108,,559000000,172231350,,,68.26917,30.81062,43.57002,,,86057000000,,37379000000,8937000000,,990000000,49277000000,,,963000000,3013000000,2442000000,,,,-1246000000,,,,,,,,,,,19636000000,3182000000,,,464000000,,,-18047000000,,10365000000,23276000000,-382000000,22894000000,,1.475,7642000000,,3288000000,606000000,844000000,10537231360,4.25519,4.19532,,1300000000,,-382000000,39136000,4627000,999000,10822000000,,,12630000000,-2047000000,,-2265000000,,10365000000,454000000,2000000,-644000000,126000000,-49000000,1100000000,1014000000,496000000,8000000,-679000000,8589934175
2016-12-31,,,,,32120000000,21938000000,20373000000,20373000000,32762000000,22485625470,20813625470,5909000000,47754000000,43984000000,,88267000000,,,,,,,,,,,40513000000,-31893000000,-52377000000,,-1565000000,5052800000,4.03202,4.03202,20373000000,5108300000,3.98822,3.98822,,642000000,201374530,,,59.85502,31.36675,37.96471,,,88267000000,,40298000000,9248000000,,1611000000,53663000000,,,1395000000,4514000000,3770000000,,,,-1192000000,,,,,,,,,,,19615000000,1821000000,,,1289000000,,,-19292000000,,10075000000,22045000000,-107000000,21938000000,,1.515,7712000000,,4970000000,595000000,1945000000,10276374530,4.11923,4.07447,,1329000000,,-107000000,41082000,4653000,95000,6712000000,,,8282000000,1498000000,,1793000000,,10075000000,448000000,3000000,-608000000,158000000,8000000,1200000000,1210000000,487000000,3000000,-638000000,8589934175
2017-12-31,,,,,27377000000,22183000000,18137000000,20554000000,27983000000,20486659200,18580659200,9352000000,49557000000,47029000000,,88389000000,,,,,,,,,,,38832000000,-33371000000,-58484000000,,-1629000000,4964600000,3.65327,4.14011,20554000000,5017300000,3.61489,4.09663,,606000000,162340800,,,46.47337,26.78891,30.78816,,,88389000000,,42186000000,10664000000,,3131000000,58909000000,,,3013000000,6339000000,2528000000,,,,-1152000000,,,,,,,,,,,19606000000,1747000000,,,1603000000,,,-23961000000,,7334000000,20043000000,-277000000,19766000000,,1.54,7708000000,,5406000000,614000000,2046000000,7496340800,3.74263,3.70332,,1351000000,,-277000000,44802000,4240000,110000,3334000000,,,4078000000,2746000000,,3256000000,,7334000000,436000000,5000000,-652000000,159000000,-39000000,1200000000,1140000000,464000000,5000000,-682000000,8589934175
2018-12-31,,,,,28538000000,22393000000,20853000000,20689000000,28918000000,23346790950,21159790950,14652000000,49995000000,48251000000,,86408000000,,,,,,,,,,,36413000000,-33024000000,-56126000000,,-1704000000,4799700000,4.34465,4.31048,20689000000,4838400000,4.3099,4.276,,380000000,73209050,,,44.14435,19.26554,32.25672,,,86408000000,,44891000000,15398000000,,4358000000,64647000000,,,5622000000,9030000000,1744000000,,,,-1058000000,,,,,,,,,,,19225000000,1623000000,,,2473000000,,,-22044000000,,5498000000,23040000000,-483000000,22557000000,,1.64,7889000000,,4259000000,857000000,2255000000,5571209060,4.40857,4.3733,1334000000,1334000000,,-483000000,44577000,5639000,1083000,2382000000,,,3692000000,1542000000,,1806000000,,5498000000,413000000,11000000,-641000000,145000000,64000000,1200000000,1226000000,434000000,11000000,-672000000,8589934175
