Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2011-10-31,,,,,3990000000,3041000000,2895000000,2895000000,4208000000,3260000000,3041000000,5050000000,7474000000,6262000000,,13660000000,,,,,,,,,,,6186000000,-4827000000,-8458000000,,-146000000,591403000,4.89514,4.89514,2935000000,607068000,4.83471,4.83471,40000000,218000000,72000000,,,31.85883,21.95489,23.11562,,,13660000000,,10203000000,2176000000,145000000,,12524000000,,,2693000000,2357000000,1212000000,,,,-231000000,,,,,,,,,,,834000000,189000000,130000000,,346000000,,,-3400000000,,876000000,3114000000,-73000000,3041000000,,2.8,1690000000,,307000000,,245000000,948000000,5.14201,5.07521,231000000,380000000,,-73000000,13800000,800000,200000,1034000000,-39000000,,995000000,,,-119000000,,876000000,253000000,163000000,-323000000,0,182000000,7000000,255000000,306000000,184000000,-328000000,4295860596
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295860596
2012-10-31,,,,,5030000000,4082000000,3946000000,3946000000,5605000000,4631089460,4421089460,4839000000,8937000000,8173000000,,15594000000,,,,,,,,,,,6657000000,-5613000000,-9800000000,,-136000000,644407000,6.12346,6.12346,3946000000,648615000,6.08373,6.08373,,575000000,99910540,,,36.51278,17.37575,28.64402,,,15594000000,,11142000000,2396000000,238000000,,13776000000,,,2672000000,2167000000,764000000,,,,-331000000,,,,,,,,,,,929000000,152000000,153000000,,356000000,,,-3856000000,,874000000,4156000000,-74000000,4082000000,,2.8,1820000000,,351000000,,280000000,973910540,6.86071,6.8162,331000000,418000000,,-74000000,,,,706000000,-112000000,,594000000,,,280000000,,874000000,,,,,,,,,,,4295860596
2013-10-31,,,,,5250000000,4130000000,4010000000,4010000000,5583000000,4461082860,4276082860,4588000000,8677000000,8090000000,,14851000000,,,,,,,,,,,6174000000,-5842000000,-9014000000,,-120000000,648476000,6.18373,6.18373,4010000000,649806000,6.17107,6.17107,,333000000,66917140,,,39.57784,20.09524,30.22993,,,14851000000,,10951000000,2132000000,182000000,,13265000000,,,2727000000,1861000000,587000000,,,,-346000000,,,,,,,,,,,916000000,285000000,172000000,,347000000,,,-2826000000,,1055000000,4195000000,-65000000,4130000000,,2.92,1904000000,,348000000,,279000000,1121917140,6.59405,6.58055,346000000,434000000,,-65000000,14900000,1500000,1000000,1095000000,-29000000,,1066000000,,,-11000000,,1055000000,,234000000,,,311000000,8000000,421000000,48000000,261000000,,4295860596
2014-10-31,,,,,5236000000,4277000000,4157000000,4157000000,5256000000,4357000000,4181000000,4580000000,8292000000,7731000000,,14710000000,,,,,,,,,,,6418000000,-6242000000,-8913000000,,-120000000,645860000,6.43638,6.43638,4157000000,648475000,6.41042,6.41042,,20000000,-4000000,,,40.67744,17.24599,32.2949,,,14710000000,,10997000000,1693000000,182000000,,12872000000,,,2865000000,1715000000,561000000,,,,-382000000,,,,,,,,,,,1002000000,162000000,179000000,,500000000,,,-2289000000,,903000000,4333000000,-56000000,4277000000,,3.04,1991000000,,365000000,,239000000,899000000,6.47354,6.44743,382000000,431000000,,-56000000,17300000,1900000,1200000,547000000,-1000000,,546000000,,,357000000,,903000000,,241000000,,,303000000,8000000,381000000,50000000,241000000,,4295860596
2014-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169000000,,,,,,,,,,,,,,,,,,,,,,,,4295860596
2015-10-31,,,,,5341000000,4370000000,4253000000,4253000000,5543000000,4660000000,4508000000,4395000000,8763000000,8151000000,,16373000000,,,,,,,,,,,7610000000,-7081000000,-10420000000,,-117000000,644916000,6.59466,6.59466,4253000000,647162000,6.57177,6.57177,,202000000,-53000000,,,40.59128,17.52481,32.32254,,,16373000000,,11263000000,1705000000,190000000,,13158000000,,,2681000000,1714000000,612000000,,,,-411000000,,,,,,,,,,,1077000000,171000000,172000000,,724000000,,,-2928000000,,936000000,4405000000,-35000000,4370000000,,3.2,2087000000,,378000000,,81000000,883000000,6.99006,6.9658,411000000,476000000,207000000,-35000000,17100000,2200000,2300000,685000000,18000000,,703000000,,,233000000,,936000000,,286000000,,,358000000,,441000000,50000000,286000000,,4295860596
2016-10-31,,,,,5732000000,4622000000,4472000000,4472000000,6024000000,5012000000,4853000000,4516000000,9872000000,9101000000,,17521000000,,,,,,,,,,,7649000000,-7382000000,-11018000000,,-150000000,644049000,6.94357,6.94357,4472000000,646126000,6.92125,6.92125,,292000000,-89000000,,,39.83875,19.20796,31.08146,,,17521000000,,12575000000,1590000000,223000000,,14388000000,,,3036000000,1480000000,771000000,,,,-444000000,,,,,,,,,,,1076000000,84000000,162000000,,629000000,,,-3192000000,,1101000000,4631000000,-9000000,4622000000,,3.36,2191000000,,384000000,,6000000,1012000000,7.53514,7.51092,444000000,502000000,140000000,-9000000,17600000,2500000,2700000,927000000,8000000,,935000000,,,166000000,,1101000000,,224000000,,,292000000,96000000,523000000,52000000,224000000,,4295860596
2016-10-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295860596
2017-10-31,,,,,6631000000,5337000000,5153000000,5153000000,6782000000,5540000000,5354000000,6138000000,11275000000,10529000000,,18499000000,,,,,,,,,,,7224000000,-7468000000,-11122000000,,-184000000,649650000,7.93196,7.93196,5153000000,651961000,7.90385,7.90385,0,151000000,-50000000,,,38.08074,19.48424,29.59283,,,18499000000,,13564000000,3525000000,324000000,,17413000000,,,3894000000,2244000000,746000000,,,,-485000000,,,,,,,,,,,1109000000,171000000,191000000,,915000000,,,-3169000000,,1292000000,5339000000,-2000000,5337000000,,3.52,2312000000,,391000000,,54000000,1242000000,8.24136,8.21215,485000000,501000000,386000000,-2000000,,,,1159000000,18000000,,1177000000,,,115000000,,1292000000,,,,,,,,,,,4295860596
