Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,7754000,5222000,-1020000,-1020000,10527000,7089500,847500,14539000,68193000,48906000,,88789000,,,,,,,,,,,20596000,-25570000,-61748000,,-6242000,26181280,-0.03896,-0.03896,-1020000,26181280,-0.03896,-0.03896,0,2773000,905500,,,9.37243,32.65411,-1.2329,,,88789000,,73789000,8126000,817000,,82732000,,,13559000,953000,19287000,,,,-1001000,,,,,,,,,,,2142000,1207000,,,770000,-3073000,-22000,-29331000,,2532000,5222000,,5222000,,0,0,,3073000,,590000,3437500,0.03237,0.03237,1001000,2200000,,,,,,4624000,,,5026000,-2719000,,-2494000,,2532000,,,,,,1027000,1027000,,,,4295913876
2011-12-31,,,,,13229000,8918000,8918000,8918000,16105000,10856780,10856780,12036000,76406000,54908000,,106931000,,,,,,,,,,,30525000,-31108000,-72204000,,,31914960,0.27943,0.27943,8937810,31920730,0.28,0.28,19810,2876000,937220,,,14.95783,32.5875,10.08344,,,106931000,,74627000,12354000,1461000,,88442000,,,10939000,866000,21498000,,,,-1001000,,,,,,,,,,,2552000,759000,,-75000,1477000,-2443000,,-34851000,,4311000,8918000,,8918000,,0,0,,3025000,,1800000,5248220,0.34018,0.34074,1001000,2959000,,,580880,18110,0,5148000,,,6272000,-1512000,,-1961000,,4311000,,,,,,714000,714000,,,,4295913876
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295913876
2012-12-31,,,,,-9261000,-43153000,-5769000,-43153000,-7348000,-4525550,-4525550,11411000,28068000,21426000,,77569000,,,,,,,,,,,49501000,-39907000,-80188000,,,33227760,-0.17362,-1.2987,-43153000,33227760,-0.17362,-1.2987,,1913000,669550,,,-23.45804,,-14.61283,,,77569000,,20846000,16193000,2433000,,39479000,,,10447000,869000,6642000,,,,-1001000,,,,,,,,,,,3548000,661000,,-202000,2976000,-2762000,,-34807000,,-3492000,-5769000,,-5769000,,0,0,,3430000,,2595000,-2822450,-0.1362,-0.1362,1001000,3025000,,,,,,-3533000,,,-2304000,-1125000,,-1188000,,-3492000,,,,,,,,,,,4295913876
2013-12-31,,,,,20283000,-14422000,13516000,-14422000,22351000,14894060,14894060,10768000,40382000,40027000,,122455000,,,,,,,,,,,82073000,-52248000,-101817000,,,37425200,0.36115,-0.38536,-14422000,37425200,0.36115,-0.38536,,2068000,689950,,,39.65396,33.36291,26.42424,,,122455000,,27640000,20757000,2328000,,51150000,,,10166000,548000,355000,,,,-1142000,,,,,,,,,,,4977000,1889000,,-20000,19404000,-3694000,,-42685000,,6767000,13516000,,13516000,,,0,,3694000,,3157000,7456950,0.39797,0.39797,1142000,3858000,,,,,,4723000,,,6967000,-208000,,-200000,,6767000,,,,,,,,,,,4295913876
2014-12-31,,,,,7292000,57109000,21815000,57109000,9394000,23181300,23181300,11295000,59425000,58223000,,144474000,,,,,,,,,,,85049000,-60509000,-135980000,,,37701310,0.57863,1.51478,57109000,38329740,0.56914,1.48994,,2102000,735700,,,10.31109,-199.16347,30.847,,,144474000,,36459000,32007000,1792000,,70720000,,,10767000,478000,1202000,,,,-1211000,,,,,,,,,,,6339000,450000,,0,14397000,-4523000,,-67635000,,-14523000,21815000,,21815000,,,0,,4523000,,2641000,-13787300,0.61487,0.60479,1211000,4694000,,,3638500,131850,85830,-3663000,,,-933000,-13705000,,-13590000,,-14523000,,,,,,2221000,2221000,,,,4295913876
2015-12-31,,,,,6810000,13432000,5360000,13432000,10638000,8372930,8372930,13599000,69931000,67831000,,202998000,,,,,,,,,,,133067000,-68390000,-194088000,,,37755590,0.14197,0.35576,13432000,38074220,0.14078,0.35278,,3828000,815070,,,8.15276,21.29222,6.41686,,,202998000,,49861000,30738000,2354000,,83530000,,,13124000,460000,2100000,,,,-1186000,,,,,,,,,,,7468000,49695000,,0,15417000,-4747000,,-115937000,,1450000,5360000,,5360000,,,0,,4747000,,1975000,2265070,0.22177,0.21991,1186000,5659000,,,675000,0,0,286000,,,1366000,132000,,84000,,1450000,,,,,,1500000,1500000,,,,4295913876
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295913876
2016-12-31,,,,,-69481000,-96492000,-56817000,-96492000,-62798000,-52473050,-52473050,12253000,89966000,86606000,,132452000,,,,,,,,,,,42486000,-81951000,-198573000,,,44567360,-1.27486,-2.16508,-96492000,44567360,-1.27486,-2.16508,,6683000,2339050,,,-67.97269,,-55.5836,,,132452000,,67571000,31959000,2237000,,102219000,,,11372000,879000,3360000,,,,-1403000,,,,,,,,,,,5124000,-34362000,,,8302000,-4982000,,-103554000,,-12664000,-56817000,,-56817000,,,0,,4982000,,2761000,-10324950,-1.17739,-1.17739,1403000,6320000,,,800000,,,702000,,,1717000,-13406000,,-14381000,,-12664000,,,,,,1600000,1600000,,,,4295913876
2017-12-31,,,,,40394000,21673000,34631000,21673000,54193000,46461300,46461300,15340000,106680000,103760000,,198228000,,,,,,,,,,,91548000,-75832000,-154914000,,,55686510,0.62189,0.3892,21673000,56176270,0.61647,0.3858,,13799000,1968700,,,33.10441,14.26697,28.38141,,,198228000,,79081000,36427000,5202000,,122020000,,,14418000,922000,2920000,,,,-1528000,,,,,,,,,,,6788000,2211000,,-3437000,22093000,-4452000,-2290000,-62740000,,5763000,34631000,,34631000,,,0,,4452000,,3245000,7731700,0.83434,0.82706,1528000,5680000,,,912530,,,1044000,,,2257000,5306000,,3506000,,5763000,,,,,,1300000,1300000,,,,4295913876
