Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,-1555000,-548000,-13487000,-13487000,-1555000,-548000,-13487000,,132227000,132227000,,,,,,,,,,,,,,-7504000,-133782000,,-12939000,56492000,-0.23874,-0.23874,-13487000,56492000,-0.23874,-0.23874,0,,,,,-1.17601,,-10.19988,,,,,8154000,137000,,123936000,132227000,,,,,0,,,,-1643000,,,,,,,,,,,,,,,,,,-124635000,,-1007000,-548000,0,-548000,,0.0,0,8971000,145000,,150000,-1007000,-0.23874,-0.23874,1643000,600000,,,,,,-538000,,,-1125000,118000,,118000,,-1007000,,,,,,100000,100000,,,,4295899345
2011-12-31,,,,,-11540000,-6531000,-6531000,-6531000,-11540000,-6531000,-6531000,,152699000,152699000,,,,,,,,,,,,,,-7743000,-164239000,,0,56499000,-0.11559,-0.11559,-6531000,56499000,-0.11559,-0.11559,0,,,,,-7.55735,,-4.27704,,,,,11049000,817000,,140833000,152699000,,,,,0,,,,-1525000,,,,,,,,,,,,,,,,,,-154971000,,-5009000,-6531000,0,-6531000,,0.0,0,8985000,189000,,146000,-5009000,-0.11559,-0.11559,1525000,500000,,,876000,0,60050,-966000,,,-966000,-4043000,,-4043000,,-5009000,,,,,,200000,200000,,,,4295899345
2012-12-31,,,,,-6243000,-5592000,-5851000,-5851000,-6243000,-5098000,-5851000,,263270000,259470000,,,,,,,,,,,,,,-60972000,-265713000,,-259000,58754000,-0.09958,-0.09958,-5851000,58754000,-0.09958,-0.09958,0,,,,,-2.37133,,-2.22243,,,,,50276000,50496000,,162498000,263270000,,,,,3800000,,,,-1986000,,,,,,,,,,,,,,,,,,-202755000,,-1145000,-5098000,-494000,-5592000,,0.0,0,10196000,,,500000,-1145000,-0.09958,-0.09958,1986000,2900000,,,2265500,256000,1800,4346000,,,5281000,-5649000,,-6426000,,-1145000,,,,,,700000,700000,,,,4295899345
2013-12-31,,,,,197393000,125342000,121015000,121015000,184925000,118705640,113011640,32874000,296201000,259043000,,1146286000,,,,,,,,,,,850085000,-480496000,-911735000,,-4327000,84382000,1.43413,1.43413,126074000,90331000,1.39569,1.39569,5059000,-12468000,-4464640,,,59.9842,35.80877,36.77429,,,1146286000,,284782000,31853000,,12327000,329075000,,,14877000,17997000,37158000,,,,-11087000,,,,,,,,,,,13512000,635297000,,12585000,21930000,,-117000,-416489000,,70684000,126709000,-1367000,125342000,,,0,,24800000,,1671000,66219360,1.33929,1.30709,11087000,29200000,,-1367000,3252350,1960200,1800,51441000,,,54855000,14573000,,15829000,,70684000,,,,,,7500000,7500000,,,,4295899345
2014-12-31,,,,,178166000,111650000,105947000,105947000,179572000,113446250,106835250,27628000,361141000,344208000,,1160452000,,,,,,,,,,,799311000,-490706000,-965353000,,-5703000,89710000,1.18099,1.18099,105947000,90573000,1.16974,1.16974,0,1406000,517750,,,45.82824,36.82409,27.25192,,,1160452000,,341458000,33887000,,13372000,388769000,,,15742000,11886000,16933000,,,,-11138000,,,,,,,,,,,15429000,561231000,,0,33568000,,-1406000,-444482000,,65608000,112558000,-908000,111650000,,,0,,30700000,,4653000,66125750,1.1909,1.17955,11138000,31400000,,-908000,4356730,397700,1800,85303000,,,88390000,-21851000,,-22782000,,65608000,,,,,,8800000,8800000,,,,4295899345
2015-12-31,,,,,283494000,210973000,209119000,209119000,215605000,161672190,158212190,61255000,408583000,395868000,,1636225000,,,,,,,,,,,1227642000,-765887000,-1340016000,,-1854000,99074000,2.11074,2.11074,209119000,99962000,2.09198,2.09198,0,-67889000,-16982190,,,60.33867,25.01464,44.50875,,,1636225000,,390359000,74263000,,5216000,469838000,,,15523000,45732000,12715000,,,,-12375000,,,,,,,,,,,173102000,717146000,,81289000,65720000,,-13400000,-533969000,,70915000,212579000,-1606000,210973000,,,0,,37200000,,8250000,53932810,1.59691,1.58272,12375000,40300000,,-1606000,5744030,1042810,1800,49570000,,,53539000,17295000,,17376000,,70915000,,,,,,12600000,12600000,,,,4295899345
2016-12-31,,,,,231405000,145894000,145894000,145894000,238881000,152723630,150673630,58423000,397531000,356911000,,1684496000,,,,,,,,,,,1286965000,-834113000,-1412471000,,0,98404000,1.4826,1.4826,145894000,98629000,1.47922,1.47922,,7476000,2696370,,,50.75183,36.06707,31.99753,,,1684496000,,389637000,61973000,,4344000,455954000,,,15843000,42580000,40620000,,,,-10174000,,,,,,,,,,,169506000,819250000,,0,111115000,,-7476000,-553666000,,83461000,147944000,-2050000,145894000,,0.12,5801000,,35400000,,10058000,86157370,1.53117,1.52768,10174000,41900000,,-2050000,5686070,251400,1800,82970000,,,93151000,-6732000,,-9690000,,83461000,,,,,,15100000,15100000,,,,4295899345
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295899345
2017-12-31,,,,,243286000,132544000,104144000,132544000,243286000,104744000,104144000,85408000,421748000,407477000,,1626812000,,,,,,,,,,,1205064000,-816994000,-1369255000,,0,97137000,1.07214,1.36451,132544000,97353000,1.06976,1.36148,,0,0,,,47.97064,56.94615,20.5349,,,1626812000,,411988000,83327000,,11841000,507156000,,,24695000,60713000,14271000,,,,-8263000,,,,,,,,,,,168302000,754089000,,0,104456000,,,-539994000,,138542000,104744000,-600000,104144000,0,0.25,23140000,,34600000,,10307000,138542000,1.07214,1.06976,8263000,43500000,,-600000,5160100,261000,2700,63769000,,,69209000,68576000,,69333000,,138542000,,,,,,13900000,13900000,,,,4295899345
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295899345
2018-12-31,,,,,155013000,121441000,116500000,121441000,155013000,120786000,116500000,141324000,433299000,428211000,,1313429000,,,,,,,,,,,880130000,-757214000,-1153328000,,,94969000,1.22672,1.27874,121441000,95067000,1.22545,1.27743,,,,,,26.97647,22.08008,20.27416,,,1313429000,,436725000,120413000,,17485000,574623000,,,46002000,95322000,5088000,,,,-8026000,,,,,,,,,,,160796000,638745000,,,59908000,,,-388088000,,34227000,120786000,-4286000,116500000,,0.29,26698000,,30800000,,8454000,34227000,1.22672,1.22545,8026000,,,-4286000,,,,18977000,,,21218000,11153000,,13009000,,34227000,,,,,,,,,,,4295899345
2019-12-31,,,,,282701000,225291000,211301000,225291000,282701000,218987000,211301000,171717000,438979000,431773000,,1501796000,,,,,,,,,,,1062817000,-844602000,-1211889000,,,92345000,2.28817,2.43967,225291000,92394000,2.28696,2.43837,,,,,,46.29161,22.53759,34.60003,,,1501796000,,460471000,134234000,,15991000,610696000,,,71509000,100208000,7206000,,,,-7567000,,,,,,,,,,,147997000,738725000,,,140404000,,,-359720000,,63714000,218987000,-7686000,211301000,,0.33,29627000,,27300000,,11243000,63714000,2.28817,2.28696,7567000,44331000,,-7686000,5792550,638000,2700,58562000,,,67777000,-2690000,,-4063000,,63714000,,,,,,,,,,,4295899345
2020-12-31,,,,,564352000,447836000,409440000,447836000,640452000,489437050,467596050,122329000,424166000,403775000,,2114646000,,,,,,,,,,,1690480000,-1059645000,-1529903000,,,89280000,4.58602,5.01608,447836000,89304000,4.58479,5.01474,,76100000,17943950,,,103.26755,23.57943,74.92109,,,2114646000,,433311000,106331000,,6853000,546495000,,,47040000,75289000,20391000,,,,-6301000,,,,,,,,,,,152524000,1304155000,,,96973000,,-76100000,-387857000,,133071000,431281000,-21841000,409440000,,0.39,32524000,,27900000,,14089000,151014950,5.23741,5.236,6301000,41903000,,-21841000,6097000,1270750,2700,97338000,,,116488000,13325000,,16583000,,133071000,,,,,,17700000,17700000,,,,4295899345
2020-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295899345
2021-12-31,,,,,504072000,374495000,374495000,374495000,504072000,386096000,374495000,106991000,422982000,481195000,,1833257000,,,,,,,,,,,1410275000,-1007235000,-1387398000,,,80708000,4.64012,4.64012,374495000,81173000,4.61354,4.61354,,,,,,95.11277,23.40459,70.66303,,,1833257000,,404312000,119066000,,6595000,529973000,,,23624000,83367000,-58213000,,,,-5081000,,,,,,,,,,,154825000,1138414000,,,72602000,,,-375082000,,117976000,386096000,-11601000,374495000,,0.51,38978000,,28400000,,16927000,117976000,4.64012,4.61354,5081000,38862000,,-11601000,4682000,279500,2700,103396000,,,125053000,-4454000,,-7077000,,117976000,,,,,,18500000,18500000,,,,4295899345
