Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,-12071000000,-10232000000,-10361000000,-10232000000,-5034000000,-5786950000,-5786950000,2765000000,1844000000,-4171000000,,2753000000,,,,,,,,,,,909000000,-921000000,-8809000000,,0,7256800,-1427.7643,-1409.98787,-10232000000,7256800,-1427.7643,-1409.98787,0,7037000000,2462950000,,,-261.90063,,-224.79931,,,2753000000,,3892000000,717000000,,,4609000000,,,1688000000,1077000000,6015000000,,,,-126000000,,,,,,,,,,,367000000,89000000,,35000000,401000000,-54000000,-7072000000,-636000000,,-1710000000,-10361000000,0,-10361000000,0,0.0,0,,54000000,,,752950000,-797.45204,-797.45204,63000000,36000000,18000000,0,5400000,2200000,100000,-6000000,-10000000,,4000000,,,-1714000000,,-1710000000,214000000,69000000,-215000000,,72000000,,72000000,214000000,69000000,-215000000,5059082241
2011-12-31,,,,,-5139000000,-2358000000,-3602000000,-2014000000,-4553000000,-3565100000,-3221100000,3079000000,1350000000,-6511000000,,5584000000,,,,,,,,,,,4234000000,-966000000,-2862000000,,344000000,919684400,-3.91656,-2.18988,-2014000000,919684400,-3.91656,-2.18988,0,586000000,205100000,,,-116.03071,,-81.32761,,,5584000000,,3487000000,942000000,,,4429000000,,,2300000000,779000000,7861000000,,,,-66000000,,,,,,,,,,,336000000,12000000,,416000000,3372000000,-49000000,-969000000,-699000000,,-1193000000,-3946000000,0,-3946000000,344000000,0.0,0,,49000000,,,-987900000,-3.5024,-3.5024,66000000,,,0,2300000,1000000,0,-4000000,1000000,,-40000000,,,-1153000000,,-1193000000,,,,,,,,,,,5059082241
2012-12-31,,,,,-3728000000,-3556000000,-3556000000,-3556000000,-2557000000,-2794850000,-2794850000,2810000000,1106000000,-1328000000,,1742000000,,,,,,,,,,,636000000,-837000000,-3036000000,,0,2079044000,-1.7104,-1.7104,-3556000000,2079044000,-1.7104,-1.7104,0,1171000000,409850000,,,-95.19918,,-90.80695,,,1742000000,,3007000000,909000000,,,3916000000,,,2075000000,735000000,2434000000,,,,-60000000,,,,,,,,,,,321000000,32000000,,159000000,49000000,-60000000,-1242000000,-737000000,,-172000000,-3556000000,0,-3556000000,0,0.0,0,,60000000,,,237850000,-1.3443,-1.3443,60000000,,,0,2100000,1500000,0,0,2000000,,0,,,-172000000,,-172000000,,78000000,,,3000000,,3000000,,78000000,,5059082241
2013-12-31,,,,,-1687000000,-1597000000,-1597000000,-1597000000,-1417000000,-1421500000,-1421500000,1973000000,1348000000,-568000000,,2010000000,,,,,,,,,,,662000000,-618000000,-1781000000,,,2079044000,-0.76814,-0.76814,-1597000000,2079044000,-0.76814,-0.76814,0,270000000,94500000,,,-50.79795,,-48.08793,,,2010000000,,2539000000,782000000,,,3321000000,,,1388000000,585000000,1916000000,,,,-73000000,,,,,,,,,,,351000000,45000000,,12000000,89000000,-51000000,-338000000,-701000000,,-90000000,-1597000000,,-1597000000,,0.0,0,,51000000,,,4500000,-0.68373,-0.68373,73000000,,16000000,,1900000,300000,100000,0,-17000000,,14000000,,,-104000000,,-90000000,,78000000,,,-137000000,13000000,-124000000,,78000000,,5059082241
2014-12-31,,,,,1111000000,915000000,881000000,915000000,1335000000,1058627000,1058627000,1403000000,1687000000,1872000000,,2817000000,,,,,,,,,,,1130000000,-767000000,-1891000000,,,2090598400,0.42141,0.43767,1149000000,2730598400,0.40834,0.42079,234000000,224000000,46373000,,,35.95469,20.70207,28.51133,,,2817000000,,2443000000,647000000,,,3090000000,,,812000000,591000000,-185000000,,,,-65000000,,,,,,,,,,,373000000,464000000,,14000000,222000000,-46000000,-27000000,-925000000,,230000000,881000000,,881000000,,0.0,0,,46000000,,,276373000,0.50638,0.47339,65000000,,23000000,,2200000,400000,100000,1000000,0,,-33000000,,,263000000,,230000000,,0,,,-3000000,86000000,83000000,,0,,5059082241
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5059082241
2015-12-31,,,,,1914000000,1380000000,934000000,934000000,2209000000,1592695930,1146695930,894000000,1927000000,2852000000,,2819000000,,,,,,,,,,,892000000,-726000000,-1830000000,,-446000000,2119300000,0.44071,0.44071,1186000000,2759300000,0.42982,0.42982,252000000,295000000,82304080,,,67.84828,27.89969,33.10883,,,2819000000,,2387000000,434000000,,,2821000000,,,524000000,370000000,-925000000,,,,-39000000,,,,,,,,,,,381000000,192000000,,19000000,137000000,-35000000,-64000000,-966000000,,534000000,1380000000,,1380000000,,0.0,0,,35000000,,,616304080,0.54107,0.5069,39000000,,25000000,,3400000,4700000,2100000,12000000,-1000000,,21000000,,,513000000,,534000000,,,,,21000000,79000000,100000000,,,,5059082241
2016-12-31,,,,,1682000000,1356000000,1319000000,1319000000,1740000000,1402758620,1365758620,598000000,2013000000,2307000000,,3059000000,,,,,,,,,,,1046000000,-718000000,-1671000000,,-37000000,2714400000,0.48593,0.48593,1476000000,3079900000,0.47924,0.47924,157000000,58000000,11241380,,,64.41976,19.38169,50.51704,,,3059000000,,2266000000,324000000,,21000000,2611000000,,,349000000,249000000,-294000000,,,,-70000000,,,,,,,,,,,364000000,388000000,,30000000,127000000,-39000000,-30000000,-814000000,,326000000,1356000000,,1356000000,,0.0921,250000000,,39000000,,,337241380,0.50315,0.49442,70000000,,27000000,,2000000,700000,1900000,98000000,0,,114000000,,,212000000,,326000000,,,,,2000000,71000000,73000000,,,,5059082241
2017-12-31,,,,,1306000000,1114000000,1077000000,1077000000,1661000000,1416810110,1379810110,305000000,2176000000,2289000000,,3084000000,,,,,,,,,,,908000000,-720000000,-1891000000,,-37000000,2714400000,0.39677,0.39677,1077000000,2714400000,0.39677,0.39677,,355000000,52189890,,,52.64006,14.70138,43.40992,,,3084000000,,2181000000,287000000,,13000000,2481000000,,,237000000,68000000,-113000000,,,,-76000000,,,,,,,,,,,370000000,108000000,,8000000,241000000,-40000000,-95000000,-960000000,,192000000,1114000000,,1114000000,,0.12,326000000,,40000000,,,244189890,0.50833,0.50833,76000000,,19000000,,2200000,5600000,900000,10000000,0,,40000000,,,152000000,,192000000,,,,,3000000,72000000,75000000,,,,5059082241
2018-12-31,,,,,1247000000,1092000000,1055000000,1055000000,1453000000,1272394550,1235394550,266000000,2100000000,2304000000,,2938000000,,,,,,,,,,,838000000,-743000000,-1895000000,,-37000000,2714400000,0.38867,0.38867,1055000000,2714400000,0.38867,0.38867,,206000000,25605450,,,52.70499,12.42983,44.59003,,,2938000000,,2115000000,226000000,,25000000,2366000000,,,178000000,88000000,-204000000,,,,-105000000,,,,,,,,,,,341000000,293000000,71000000,2000000,16000000,-37000000,-63000000,-947000000,,155000000,1092000000,,1092000000,,0.17,461000000,,37000000,,,180605450,0.45513,0.45513,105000000,,12000000,,2600000,600000,1100000,21000000,3000000,,44000000,,,111000000,,155000000,,,,,18000000,75000000,93000000,,,,5059082241
