Date,Total Revenue,Gross Profit,Total Operating Expense,Operating Income,Net Income Before Taxes,Net Income Incl Extra Before Distributions,Income Avail to Cmn Shareholders Excl Extra,Income Avail to Cmn Shareholders Incl Extra,Normalized Income Before Taxes,Normalized Income After Taxes,Normalized Income Avail to Cmn Shareholders,Total Interest Expenses,Net Interest Income,Net Interest Income After Loan Loss Provision,Revenue,Revenue,"Cost of Revenue, Total","Selling/General/Administrative Expense, Total",Depreciation And Amortization,Interest/Investment Income - Operating,"Interest Expense (Income), Net-Operating, Ttl",Unusual Expense (Income),"Other Operating Expenses, Total","Interest Expense, Net Non-Operating",Interest/Invest Income - Non-Operating,"Interest Income (Expense), Net-Non-Operating, Total","Non-Interest Income, Bank",Labor And Related Expense,"Non-Interest Expense, Bank","Other, Net - Non-Operating",Total Adjustments to Net Income,Basic Weighted Average Shares,Basic EPS Excluding Extraordinary Items,Basic EPS Including Extraordinary Items,Diluted Net Income,Diluted Weighted Average Shares,Diluted EPS Excluding Extraordinary Items,Diluted EPS Including Extraordinary Items,Dilution Adjustment,Total Special Items,Effect of Special Items on Income Taxes,"Gross Margin, Percent","Operating Margin, Percent","Pretax Margin, Percent","Effective Tax Rate, (%)","Net Profit Margin, (%)",Normalized EBIT,Normalized EBITDA,Bank Total Revenue,Net Sales,Interest & Fees on Loans,Interest And Dividends on Investment Secs,Interest on Deposits,Other Interest Income,"Interest Income, Bank",Cost of Revenue,Cost of Revenue,Interest on Deposit,Interest on Other Borrowings,Loan Loss Provision,Selling/General/Administrative Expense,Advertising Expense,"Depreciation, Operating","Amortization of Intangibles, Operating",Investment Income - Operating,Impairment - Assets Held for Use,Impairment - Assets Held for Sale,Other Unusual Expense (Income),Other Operating Expense,"Other, Net - Operating",Interest Expense - Non-Operating,Interest Income - Non-Operating,Investment Income - Non-Operating,Gain (Loss) on Sale of Assets,Fees & Commissions from Operations,Investment Securities Gains,Foreign Currency Gains,Other Unusual Income,Other Revenue,Depreciation Expense,Other Unusual Expense,Other Expense,Other Non-Operating Income (Expense),Provision for Income Taxes,Net Income After Taxes,Minority Interest,Net Income Before Extraordinary Items,Miscellaneous Earnings Adjustment,DPS - Common Stock Primary Issue,Gross Dividends - Common Stock,"Interest Expense, Supplemental","Depreciation, Supplemental","Advertising Expense, Supplemental","Stock-Based Compensation, Supplemental",Income Tax Excluding Impact of Special Items,Basic Normalized EPS,Diluted Normalized EPS,"Amort of Intangibles, Supplemental","Rental Expense, Supplemental","Equity in Affiliates, Supplemental","Minority Interest, Supplemental","Audit Fees, Supplemental","Audit-Related Fees, Supplemental","All Other Fees Paid to Auditor, Supplemental",Current Tax - Domestic,Current Tax - Other,Current Tax - Total,Current Tax - Total,Deferred Tax - Domestic,Deferred Tax(No Breakdown)-Total,Deferred Tax - Total,Other Tax,Income Tax - Total,Interest Cost - Domestic,Service Cost - Domestic,Expected Return on Assets - Domestic,Actuarial Gains and Losses - Domestic,Domestic Pension Plan Expense,Defined Contribution Expense - Domestic,Total Pension Expense,Total Plan Interest Cost,Total Plan Service Cost,Total Plan Expected Return,OAPermID
2010-12-31,,,,,287119000,222669000,222669000,222669000,287119000,227755000,222669000,154587000,304331000,278430000,,413369000,,,,,,,,,,,109038000,,-100349000,,,2800133970,0.07952,0.07952,222669000,2800133970,0.07952,0.07952,,0,0,,,62.56434,20.67575,48.52043,,,413369000,,187823000,228725000,38317000,4053000,458918000,,,,60477000,25901000,,,,,,,,,,,,,,,42951000,2503000,,,58347000,,-50000,-100738000,,59364000,227755000,-5086000,222669000,,0.015,42000000,,2510000,3482000,,59364000,0.07952,0.07952,327000,1478000,20509000,-5086000,,,,54430000,,,54430000,4934000,,4934000,,59364000,,,,,,,,,,,4295893556
2011-12-31,,,,,321889000,260763000,260763000,260763000,310583000,249536250,251679250,174582000,360122000,327888000,,410032000,,,,,,,,,,,49910000,,-55909000,,,2800028970,0.09313,0.09313,260763000,2800028970,0.09313,0.09313,,-11306000,-2222250,,,60.19947,19.65553,48.76773,,,410032000,,288562000,208556000,35208000,2378000,534704000,,,,84351000,32234000,,,,,,,,,,,,,,,30350000,5222000,,11467000,62331000,,-161000,-95183000,,63269000,258620000,2143000,260763000,,0.01607,45000000,,2412000,1738000,,61046750,0.08988,0.08988,392000,1873000,20917000,2143000,,,,51040000,,,51040000,12229000,,12229000,,63269000,,,,,,,,,,,4295893556
2012-12-31,,,,,401405000,317010000,317010000,317010000,398553000,322840790,314699790,188193000,424844000,390249000,,564788000,,,,,,,,,,,139944000,,-128788000,,,2800028970,0.11322,0.11322,317010000,2800028970,0.11322,0.11322,,-2852000,-541790,,,65.4781,18.99677,51.7114,,,564788000,,332958000,248776000,30025000,1278000,613037000,,,,93460000,34595000,,,,,,,,,,,,,,,29842000,6014000,,2962000,49569000,,-110000,-103430000,,76254000,325151000,-8141000,317010000,,0.02143,60000000,,2486000,1372000,,75712210,0.11239,0.11239,358000,2107000,20271000,-8141000,,,,94286000,,,94286000,-18032000,,-18032000,,76254000,,,,,,,,,,,4295893556
2013-12-31,,,,,370193000,303890000,303890000,303890000,369359000,294489050,303225050,175902000,481588000,434358000,,604497000,,,,,,,,,,,122909000,,-187074000,,,2800024660,0.10853,0.10853,303890000,2800024660,0.10853,0.10853,,-834000,-169050,,,56.30397,20.27024,46.21971,,,604497000,,393569000,228002000,34233000,537000,657490000,,,,96264000,47230000,,,,,,,,,,,,,,,32445000,15715000,17233000,854000,56662000,,-20000,-145086000,,75039000,295154000,8736000,303890000,,0.02322,67296000,,2564000,,,74869950,0.10829,0.10829,401000,,31975000,8736000,,,,,,58256000,58256000,16783000,,16783000,,75039000,,,,,,,,,,,4295893556
2014-12-31,,,,,466347000,373408000,373408000,373408000,456356000,366096060,365393060,291295000,528623000,467473000,,739791000,,,,,,,,,,,211168000,-76993000,-212294000,,,2800015330,0.13336,0.13336,373408000,2800015330,0.13336,0.13336,,-9991000,-1976060,,,56.87727,19.77841,45.54212,,,739791000,,505160000,282107000,30592000,236000,819918000,,,,131065000,61150000,,,,-2668000,,,,,,,,,,,33631000,14508000,88841000,9922000,64266000,2668000,-563000,-87135000,,92236000,374111000,-703000,373408000,,0.02571,72581000,,2729000,-1048000,,90259940,0.1305,0.1305,2668000,-582000,27136000,-703000,,,,,,120210000,120210000,,-27974000,-27974000,,92236000,,,,,,,,,,,4295893556
2015-12-31,,,,,511325000,407231000,407231000,407231000,511369000,410625330,407266330,500183000,598542000,519979000,,853757000,,,,,,,,,,,255215000,-84133000,-263869000,,,2800007330,0.14544,0.14544,407231000,2800007330,0.14544,0.14544,,44000,8670,,,46.53803,19.70078,37.06396,,,853757000,,669151000,315779000,110542000,296000,1098725000,,,,287717000,78563000,,,,-543000,,,,,,,,,,,34397000,10183000,124226000,0,86409000,-3982000,-52000,-56713000,,100735000,410590000,-3359000,407231000,,0.01875,52500000,,3982000,1400000,,100743670,0.14545,0.14545,543000,3085000,35280000,-3359000,,,,,,76641000,76641000,,24094000,24094000,,100735000,,,,,,,,,,,4295893556
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295893556
2016-12-31,,,,,553621000,443431000,443431000,443431000,553386000,435727960,443245960,650876000,758803000,688304000,,872988000,,,,,,,,,,,114185000,-93795000,-248868000,,,2800003920,0.15837,0.15837,443431000,2800003920,0.15837,0.15837,,-235000,-49960,,,39.27284,21.26148,31.45617,,,872988000,,856109000,350850000,199033000,879000,1409679000,,,,413434000,70499000,,,,-637000,,,,,,,,,,,36387000,11607000,,114000,65213000,-4941000,0,-80860000,,117708000,435913000,7518000,443431000,,0.02929,82000000,,4941000,1364000,,117658040,0.1583,0.1583,656000,3300000,38805000,7518000,,,,,,98641000,98641000,,19067000,19067000,,117708000,,,,,,,,,,,4295893556
2017-12-31,,,,,739592000,611177000,611177000,611177000,740688000,606372250,612074250,856543000,1017279000,814453000,,1327636000,,,,,,,,,,,310357000,-102719000,-385218000,,,2800008000,0.21828,0.21828,611177000,2800008000,0.21828,0.21828,,1096000,198750,,,39.4697,18.13392,32.6166,,,1327636000,,1314800000,430868000,122086000,3948000,1873822000,,,,603215000,202826000,,,,-819000,,,,,,,,,,,53752000,5665000,138914000,0,112026000,-5160000,-1340000,-71238000,,134117000,605475000,5702000,611177000,,0.03429,96000000,,5160000,1121000,,134315750,0.2186,0.2186,819000,2818000,43861000,5702000,,,,,,161659000,161659000,,-27542000,-27542000,,134117000,,,,,,,,,,,4295893556
2018-12-31,,,,,913646000,670756000,670756000,670756000,913573000,663210010,670703010,1381391000,1728718000,1196069000,,2282916000,,,,,,,,,,,554198000,-131246000,-836621000,,,2800000000,0.23956,0.23956,670756000,2800000000,0.23956,0.23956,,-73000,-20010,,,29.37666,27.40482,21.56696,,,2282916000,,2133352000,760976000,196234000,18033000,3110109000,,,,1073870000,532649000,,,,-1219000,,,,,,,,,,,63929000,5525000,284946000,73000,199725000,-5185000,0,-84825000,,250383000,663263000,7493000,670756000,,0.0,,,5185000,970000,,250362990,0.23954,0.23954,1219000,3405000,90705000,7493000,,,,,,147709000,147709000,,102674000,102674000,,250383000,,,,,,,,,,,4295893556
