Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2010-12-31,,26350000000,26017000000,,12977000000,39327000000,12930000000,12930000000,12930000000,12930000000,2100000,,,,15656000000,17587000000,38000000,,47000000,5778000000,39327000000,,,,,,,,0,,,,221000000,,,,,,221000000,,15656000000,0,0,18217000000,-630000000,,,,,,,,,5778000000,,,,,,,,,,,,,,,,6197000000,6780000000,,,,,,2100000,,,,,,,,,,,6157.14286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26017000000,26017000000,,,,,,,,,,,,,,,,,,,,8589934160
2011-12-31,,33863000000,33448000000,,13173000000,47036000000,13129000000,13129000000,13129000000,13129000000,3000000,,,,17667000000,22588000000,38000000,,44000000,6460000000,47036000000,,,,,,,,,,,,239000000,,,,,,239000000,,17667000000,,,23260000000,-672000000,,,,,,,,,6460000000,,,,,,,,,,,,,,,,6199000000,6974000000,,,,,,3000000,,,,,,,,,,,4376.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33448000000,33448000000,,,,,,,,,,,,,,,,,,,,8589934160
2012-12-31,,37192000000,34910000000,,13950000000,51142000000,13909000000,13909000000,13909000000,13909000000,3000000,,,,24696000000,26112000000,42000000,,41000000,4000000,51142000000,,3086000000,,2282000000,,,,,,,,247000000,,,,,,247000000,600000000,24096000000,,,26848000000,-736000000,,,,,,,,,4000000,,,,,3086000000,,,,,,,,,2282000000,,6202000000,7748000000,,,,,,3000000,0,,,,,,,,,,4636.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3086000000,,31824000000,31824000000,,,,,,,,,,,,,,,,,,,,8589934160
2013-12-31,,34082000000,31202000000,,14876000000,48958000000,14837000000,14837000000,14837000000,14837000000,3000000,,,,22735000000,25907000000,44000000,,39000000,10000000,48958000000,,1543000000,,2880000000,,,,,,,,223000000,,,,,,223000000,247000000,22488000000,,,26724000000,-817000000,,,,,,,,,10000000,,,,,1543000000,,,,,,,,,2880000000,,6202000000,8674000000,,,,,,3000000,0,,,,,,,,,,4945.66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543000000,,29659000000,29659000000,,,,,,,,,,,,,,,,,,,,8589934160
2014-12-31,,38338000000,35456000000,,14149000000,52487000000,14106000000,14106000000,14106000000,14106000000,3000000,,,,22305000000,29761000000,40000000,,43000000,,52487000000,,2534000000,,2882000000,,,,,,,,338000000,,,,,,338000000,57000000,22248000000,,,30970000000,-1209000000,,,,,,,,,,,,,,2534000000,,,,,,,,,2882000000,,6202000000,7947000000,,,,,,3000000,0,,,,,,,,,,4702.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534000000,,32922000000,32922000000,,,,,,,,,,,,,,,,,,,,8589934160
2015-12-31,,40440000000,36870000000,,14706000000,55146000000,14643000000,14643000000,14643000000,14643000000,3000000,,,,22116000000,32578000000,50000000,,63000000,,55146000000,,2590000000,,3570000000,,,,,,,,339000000,,,,,,339000000,13000000,22103000000,,,33661000000,-1083000000,,,,,,,,,,,,,,2590000000,,,,,,,,,3570000000,,6202000000,8504000000,,,,,,3000000,0,,,,,,,,,,4881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2590000000,,34280000000,34280000000,,,,,,,,,,,,,,,,,,,,8589934160
2016-12-31,,40719000000,38009000000,,15558000000,56277000000,15495000000,15495000000,15495000000,15495000000,3000000,,,,19780000000,36078000000,43000000,,63000000,,56277000000,,2478000000,,2710000000,,,,,,,,313000000,,,,,,313000000,0,19780000000,,,37122000000,-1044000000,,,,,,,,,,,,,,2478000000,,,,,,,,,2710000000,,6207000000,9351000000,,,,,,3000000,0,,,,,,,,,,5165.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2478000000,,35531000000,35531000000,,,,,,,,,,,,,,,,,,,,8589934160
2017-12-31,,40021000000,37766000000,,16172000000,56193000000,16110000000,16110000000,16110000000,16110000000,3000000,,,,19320000000,36385000000,54000000,,62000000,,56193000000,,2650000000,,2255000000,,,,,,,,372000000,,,,,,372000000,0,19320000000,,,37235000000,-850000000,,,,,,,,,,,,,,2650000000,,,,,,,,,2255000000,,6211000000,9961000000,,,,,,3000000,0,,,,,,,,,,5370.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650000000,,35116000000,35116000000,,,,,,,,,,,,,,,,,,,,8589934160
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8589934160
2018-12-31,,45568000000,42836000000,,16283000000,61851000000,16221000000,16221000000,16221000000,16221000000,3000000,,,,22096000000,37446000000,50000000,,62000000,,61851000000,,2107000000,,2732000000,,,,,,,,2197000000,,,,,,2197000000,,22096000000,,,38427000000,-981000000,,,,,,,,,,,,,,2107000000,,,,,,,,,2732000000,,6215000000,10068000000,,,,,,3000000,0,,,,,,,,,,5407.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2107000000,,40729000000,40729000000,,,,,,,,,,,,,,,,,,,,8589934160
