Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2012-12-31,,22016473000000,5087933000000,,1136838000000,23153311000000,1069859000000,1069859000000,1069859000000,1069859000000,,,,,4432066000000,13527447000000,241031000000,,66979000000,293210000000,23153311000000,520344000000,520344000000,88840000000,612903000000,278497000000,797760000000,,3061754000000,,,,4098148000000,,,,,,4098148000000,100638000000,,58220000000,3003534000000,,,,,,,,,,,293210000000,175276000000,,9984854000000,15937708000000,,,,88840000000,,,,406583000000,,206320000000,278497000000,,54419000000,,6162000000,,797760000000,,,,,,,1269674000000,,,,,,1069859,,,,,6830000000,,6830000000,,487600000000,,,5164000000,,,,,,,,,,,,,,,,487600000000,,520344000000,,4567589000000,4567589000000,108649000000,,,,,,,,,,,,,,,,,,,4296395040
2013-12-31,,24482980000000,4862871000000,,1077302000000,25560282000000,969318000000,969318000000,969318000000,969318000000,,,,,5251172000000,14365780000000,248633000000,,107984000000,401619000000,25560282000000,483724000000,483724000000,84013000000,766662000000,278497000000,797760000000,,3703494000000,,,,4602903000000,,,,,,4602903000000,142748000000,,47571000000,3655923000000,,,,,,,,,,,401619000000,249632000000,,12122572000000,18369535000000,,,,84013000000,,,,537338000000,,229324000000,278497000000,,0,,1045000000,,797760000000,,,,,,,1404930000000,,,,,,969318,,,,,9152000000,,9152000000,,573039000000,,,4992000000,,,,,,,,,,,,,,,,573039000000,,483724000000,,4379147000000,4379147000000,145275000000,,,,,,,,,,,,,,,,,,,4296395040
2014-12-31,,26879268000000,5750427000000,,1236936000000,28116204000000,1138811000000,1138811000000,1138811000000,1138811000000,,,,,5433025000000,16164190000000,256561000000,,98125000000,595200000000,28116204000000,475202000000,475202000000,119825000000,1165397000000,432472000000,795779000000,,3376354000000,,,,4812926000000,,,,,,4812926000000,179780000000,,42632000000,3333722000000,,,,,,,,,,,595200000000,351760000000,,12641928000000,19295095000000,,,,119825000000,,,,753622000000,,411775000000,432472000000,,0,,8685000000,,795779000000,,,,,,,1876891000000,,,,,,1138811,,,,,12128000000,,12128000000,,744049000000,,,5563000000,,,,,,,,,,,,,,,,744049000000,,475202000000,,5275225000000,5275225000000,191201000000,,,,,,,,,,,,,,,,,,,4296395040
2015-12-31,,31062137000000,7076793000000,,1487445000000,32549582000000,1353641000000,1353641000000,1353641000000,1353641000000,,,,,6493285000000,18539161000000,303777000000,,133804000000,814010000000,32549582000000,575634000000,575634000000,42246000000,1221148000000,574632000000,886976000000,,4049314000000,,,,5450086000000,,,,,,5450086000000,234062000000,,36273000000,4013041000000,,,,,,,,,,,814010000000,161900000000,,14346167000000,22286194000000,,,,42246000000,,,,673633000000,,547515000000,574632000000,,20434000000,,5403000000,,886976000000,,,,,,,2209909000000,,,,,,1353641,,,,,13161000000,,13161000000,,802298000000,,,6522000000,,,,,,,,,,,,,,,,802298000000,,575634000000,,6501159000000,6501159000000,267334000000,,,,,,,,,,,,,,,,,,,4296395040
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296395040
2017-12-31,,36244611000000,8196903000000,,1645625000000,37890236000000,1477641000000,1477641000000,1477641000000,1477641000000,,,,,7859980000000,21848261000000,365031000000,,167984000000,1240442000000,37890236000000,592523000000,592523000000,142468000000,1761648000000,574632000000,1015631000000,,5225676000000,,,,5575451000000,,,,,,5575451000000,323000000000,,25041000000,5200635000000,,,,,,,,,,,1240442000000,101578000000,,17009129000000,26033153000000,,,,142468000000,,,,689743000000,,1071905000000,574632000000,,60251000000,,-4889000000,,1015631000000,,,,,,,2311304000000,,,,,,1477641,,,,,13882000000,,13882000000,,819205000000,,,8832000000,,,,,,,,,,,,,,,,819205000000,,592523000000,,7604380000000,7604380000000,29000000,,,,,,,,,,,,,,,,,,,4296395040
2018-12-31,,38517339000000,9377459000000,,1704190000000,40221529000000,1505882000000,1505882000000,1505882000000,1505882000000,,,,,8559874000000,23240012000000,385285000000,,198308000000,1618256000000,40221529000000,820849000000,820849000000,43570000000,2046192000000,574632000000,1075885000000,,6029926000000,,,,5352931000000,,,,,,5352931000000,337027000000,,21162000000,6008764000000,,,,,,,,,,,1618256000000,352913000000,,17148269000000,26687785000000,,,,43570000000,,,,774729000000,,1271463000000,574632000000,,82975000000,,-29302000000,,1075885000000,,,,,,,2192921000000,,,,,,1505882,,,,,16174000000,,16174000000,,850689000000,,,9394000000,,,,,,,,,,,,,,,,850689000000,,820849000000,,8556610000000,8556610000000,26000000,,,,,,,,,,,,,,,,,,,4296395040
2019-12-31,,41552179000000,11143366000000,,1802797000000,43354976000000,1666746000000,1666746000000,1666746000000,1666746000000,,,,,9485800000000,24993590000000,445689000000,,136051000000,2686654000000,43354976000000,924775000000,924775000000,202536000000,3023662000000,776207000000,1071435000000,,7664463000000,,,,4596457000000,,,,,,4596457000000,144806000000,,17649000000,7646814000000,,,,,,,,,,,2686654000000,126169000000,,16428458000000,27047435000000,,,,202536000000,,,84260000000,880466000000,,2143196000000,776207000000,,0,,-44845000000,,1071435000000,,,,,,,1676531000000,,,,,,1666746,,,,,18257000000,,18257000000,,992478000000,,,9011000000,,,,,,,,,,,,,,,,992478000000,,924775000000,,10134331000000,10218591000000,0,,,,,,,,,,,,,,,,,,,4296395040
