Date,Total Current Assets,Total Liabilities,Total Debt,Total Current Liabilities,Total Equity,Total Liabilities And Shareholders' Equity,Tangible Book Value - Reported,Tangible Book Value - Utility,Tangible Book Value - Insurance,Tangible Book Value - Banks,Total Common Shares Outstanding,"Total Receivables, Net",Total Inventory,"Other Current Assets, Total","Other Earning Assets, Total",Net Loans,"Property/Plant/Equipment, Total - Net","Goodwill, Net","Intangibles, Net","Other Assets, Total","Total Assets, Reported",Fed Funds Purchased / Security Sold Under Repurchase Agreement,Total Short Term Borrowings,"Other Current liabilities, Total","Other Liabilities, Total","Common Stock, Total","Other Equity, Total","Accounts Receivable - Trade, Net",Total Investment Securities,"Property, Plant And Equipment, Total - Gross",Cash,Cash and Equivalents,Cash and Equivalents,"Accounts Receivable - Trade, Gross",Provision for Doubtful Accounts,Receivables - Other,Prepaid Expenses,Other Current Assets,Cash & Due From Banks,Fed Funds Sold/Scty Prchd Under Resale Agrmnt,Other Short Term Investments,Securities Held To Maturity,Securities for Sale,Total Gross Loans,Loan Loss Allowances,Building - Gross,Land/Improvements - Gross,Machinery/Equipment - Gross,Construction in Progress - Gross,Other Property/Plant/Equipment - Gross,"Accumulated Depreciation, Total",Accumulated Intangible Amortization,Interest Receivable,Other Assets,Accounts Payable,Accrued Expenses,Interest Bearing Deposits,Total Deposits,Other Short Term Borrowings,Dividends Payable,Customer Advances,Income Taxes Payable,Other Payables,Other Current Liabilities,Capital Lease Obligations,Reserves,Pension Benefits - Underfunded,Other Liabilities,Common Stock,Additional Paid-In Capital,Retained Earnings (Accumulated Deficit),Treasury Stock - Common,Unrealized Gain (Loss),Translation Adjustment,Other Equity,Other Comprehensive Income,Shares Out - Common Stock Primary Issue,Treas Shares - Common Stock Prmry Issue,Full-Time Employees,Deferred Revenue - Current,Total Risk-Weighted Capital,Trading Account,Non-Performing Loans,Total Current Assets less Inventory,Quick Ratio,Current Ratio,Net Debt Incl. Pref.Stock & Min.Interest,Tangible Book Value Per Share,Pension Obligation - Domestic,Plan Assets - Domestic,Funded Status - Domestic,Total Funded Status,LT Investment - Affiliate Companies,LT Investments - Other,Long Term Investments,Note Receivable - Long Term,Deferred Income Tax - LT Asset,Restricted Cash - Long Term,Other Long Term Assets,Minority Interest,Other Long Term Liabilities,Long Term Debt Maturing within 1 Year,Long Term Debt Maturing in Year 2,Long Term Debt Maturing in Year 3,Long Term Debt Maturing in Year 4,Long Term Debt Maturing in Year 5,Long Term Debt Maturing in Years 2 and 3,Long Term Debt Maturing in Years 4 and 5,Long Term Debt Maturing in Year 6 and Beyond,Total Plan Obligations,Total Plan Assets,Short Term Investments,Cash and Short Term Investments,Notes Receivable - Short Term,"Intangibles, Gross","Other Long Term Assets, Total",Notes Payable/Short Term Debt,Notes Payable/Short Term Debt,Current Port. of LT Debt/Capital Leases,Long Term Debt,Total Long Term Debt,Deferred Income Tax - LT Liability,Number of Common Shareholders,"Accumulated Intangible Amort, Suppl.",Deferred Revenue - Long Term,Tier 1 Capital %,"Total Capital, Percent","Total Long Term Debt, Supplemental",Operating Lease Payments Due in Year 1,Operating Lease Payments Due in Year 2,Operating Lease Payments Due in Year 3,Operating Lease Payments Due in Year 4,Operating Lease Payments Due in Year 5,Operating Lease Payments Due in Years 2 and 3,Operating Lease Payments Due in Years 4 and 5,Oper Lease Pmnts Due in Years 6 and Beyond,"Total Operating Leases, Supplemental","Discount Rate - Domestic, (%)","Compensation Rate - Domestic, (%)",Accrued Liabilities - Domestic,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2012-12-31,,68113663390,20513937000,,2516145030,70629808420,2507968790,2507968790,2507968790,2507968790,,,,,24936228320,24288356260,122019000,,8176240,,70629808420,,,180000,703169750,250000000,,,,,,,21251719400,,,,,,21251719400,,501386150,,,,,,,,,,,,,,,,,8368315150,,,,180000,,,,534862950,168306800,,250000000,,2266145030,,,,,,,,,,,,,,,,,2507.96879,,,,,23309200,,23309200,,,,,,,,,,,,,,,,,,,,,,,,,20513937000,20513937000,,,,1011265190,,,,,,,,,,,,,,,,4296080185
2013-12-31,,68065186020,23707989750,,2616913150,70682099170,2607680340,2607680340,2607680340,2607680340,,,,,25853916080,23773515360,117511990,,9232810,,70682099170,,,0,751392970,250000000,,,,,,,20903932790,,,,,,20903932790,,488766700,,,,,,,,,,,,,,,,,7707997940,,,,0,,,,570964840,180428130,,250000000,,2366913150,,,,,,,,,,,,,,,,,2607.68034,,,,,23990150,,23990150,,,,,,,,,,,,,,,,,,,,,,,,,23707989750,23707989750,,,,1032473670,,,,,,,,,,,,,,,,4296080185
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2014-12-31,,67475413940,21112593550,,2714677330,70190091270,2704492880,2704492880,2704492880,2704492880,,,,,25766400990,23475321680,108115610,,10184450,,70190091270,,,,898069400,250000000,,,,,,,20808759340,,,,,,20808759340,,572798400,,,,,,,,,,,,,,,,,7095749440,,,,,,,,698063240,200006150,,250000000,,2464677330,,,,,,,,,,,,,,,,,2704.49288,,,,,21309200,,21309200,,,,,,,,,,,,,,,,,,,,,,,,,21112593550,21112593550,,,,1034322600,,,,,,,,,,,,,,,,4296080185
2015-12-31,,70529612780,23062785780,,2765305350,73294918120,2757022610,2757022610,2757022610,2757022610,,,,,26395087790,25669571640,105981180,,8282740,,73294918120,,,,1053226690,250000000,,,,,,,21096685560,,,,,,21096685560,,211740120,,,,,,,,,,,,,,,,,8097040940,,,,,,,,821357290,231869400,,250000000,,2515305350,,,,,,,,,,,,,,,,,2757.02261,,,,,19309200,,19309200,,,,,,,,,,,,,,,,,,,,,,,,,23062785780,23062785780,,,,1924394110,16.38,19.0,,,,,,,,,,,,,,4296080185
2016-12-31,,72260747590,24717645930,,2814639500,75075387090,2808543810,2808543810,2808543810,2808543810,,,,,25555103360,26894345770,102722060,,6095690,,75075387100,,,,1243261880,250000000,,,,,,,22500811000,,,,,,22500811000,,221455800,,,,,,,,,,,,,,,,,7622976020,,,,,,,,1006409570,236852310,,250000000,,2564639500,,,,,,,,,,,,,,,,,2808.54381,,,,,16309200,,16309200,,,,,,,,,,,,,,,,,,,,,,,,,24717645930,24717645930,,,,1829016340,18.0,20.29,,,,,,,,,,,,,,4296080185
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296080185
2018-12-31,,66644890390,25862916030,,2963982540,69608872930,2961041390,2961041390,2961041390,2961041390,,,,,213342240,22645318590,100338470,,2941150,23120874790,69608872940,,,100000,31768757480,250000000,,,,,,,23508248500,,,,,,23508248500,,213342240,,,,,,,,,,,,,23120874790,,,,9013116880,,,,100000,,,,1062361920,293190920,30413204640,250000000,,2713982540,,,,,,,,,,,,,,,,,2961.04139,,,,,17809200,,17809200,,,,,,,,,,,,,,,,,,,,,,,,,25862916030,25862916030,,,,1702864470,18.59,20.59,,,,,,,,,,,,,,4296080185
