Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035391926
2013-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035391926
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035391926
2015-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035391926
2015-06-30,,-1203000000,241000000,542000000,-420000000,,,,590000000,,-244000000,83000000,83000000,,703000000,703000000,,,,,,,,,,-1793000000,-1568000000,,,,,,,277000000,2158000000,209000000,-1971000000,,,,,,,241000000,,,241000000,,,-244000000,83000000,,,,0,,,1309000000,889000000,5035391926
2016-06-30,,-1270000000,1148000000,481000000,359000000,,,,289000000,,-366000000,0,0,,847000000,847000000,,,,,,,,,,-1559000000,-1837000000,,,,,,,857000000,2126000000,-113000000,-2398000000,,,,,,,1148000000,,,1148000000,,,-366000000,0,,,,,,,889000000,1248000000,5035391926
2016-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035391926
2017-06-30,,-770000000,871000000,71000000,172000000,,,,593000000,,-349000000,,,,420000000,420000000,,,,,,,,,,-1363000000,-1343000000,,,,,,,-24000000,1936000000,-23000000,-1072000000,,,,,,,,,,871000000,,,-349000000,,,,,-4078000000,,,1248000000,1420000000,5035391926
2017-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159000000,,-1288000000,,,,,,,,,4498000000,,,,,,5035391926
2018-06-30,,-2650000000,328000000,1734000000,-588000000,,,,-1309000000,,-329000000,,,,2063000000,2063000000,,,,,,,,,,-1341000000,-3193000000,,,,,,,500000000,1884000000,-119000000,-3426000000,,,,,,2486000000,,-2158000000,,328000000,,,-329000000,,,,5297000000,-3234000000,,,1420000000,832000000,5035391926
2019-06-30,,572000000,426000000,-1046000000,-48000000,,,,1976000000,,-225000000,,,,-821000000,-821000000,,,,,,,,,,-1404000000,25000000,,,,,,,401000000,1951000000,412000000,-616000000,,,,,,1564000000,,-1138000000,,426000000,,,-225000000,,,,3152000000,-3973000000,,,832000000,784000000,5035391926
2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5035391926
2020-06-30,,2435000000,-500000000,-2234000000,-299000000,,,,3464000000,,-342000000,106000000,106000000,,,-1998000000,,,,,,,,,,-1029000000,2113000000,,,,,,,1189000000,1351000000,-232000000,1229000000,,,,,,1729000000,,-2229000000,,-500000000,,,-342000000,106000000,,,,,,,784000000,485000000,5035391926
2021-06-30,,2102000000,226000000,-1353000000,975000000,,,,2638000000,,-187000000,0,0,,,-1166000000,,,,,,,,,,-536000000,1764000000,,,,,,,1600000000,874000000,-119000000,441000000,,,,,,2643000000,,-2417000000,,226000000,,,-187000000,0,,,,,,,485000000,1460000000,5035391926
