Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2011-03-31,124657000000,2675241000000,-2758048000000,-9000000,-82816000000,14714000000,,2685223000000,-149353000000,-13292000000,,,,,0,0,,14714000000,,7210000000,12875000000,2665138000000,,,6350000000,,-276235000000,-34128000000,,,439831000000,,392133000000,-190257000000,126882000000,101306000000,-985120000000,-8339000000,-4953000000,,,5601000000,39492967000000,,-42243324000000,,-2744756000000,-9000000,-9000000,,,,,0,,,0,1029012000000,946195000000,4295878071
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295878071
2012-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295878071
2013-03-31,101931000000,1900920000000,840423000000,-21377000000,2719966000000,19997000000,,-3944570000000,5723562000000,-7586000000,,,,,0,0,,19997000000,,791000000,-6727000000,-3938634000000,,,-2217000000,,6469128000000,-53455000000,,,143473000000,,,8325096000000,-745566000000,142580000000,-2088566000000,-5559000000,-2027000000,,,10267000000,31704713000000,,-30866942000000,,848009000000,0,0,,,,,0,,,,414965000000,3134931000000,4295878071
2013-03-31,,,,,,,,,,,-21377000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28000000,0,,,,,-1000000,,,,-21377000000,,,,,0,,,,,4295878071
2014-03-31,187121000000,-2919864000000,4503549000000,-51015000000,1532670000000,20089000000,,-3356211000000,229137000000,-17205000000,-51006000000,,,,0,0,,20089000000,,3243000000,-8602000000,-3350852000000,,,3154000000,,443389000000,-5240000000,,,-1006185000000,,,1479100000000,-214252000000,211974000000,-236260000000,-10055000000,-7150000000,0,1381999000000,255000000,14995400000000,,-11856901000000,1000000,4520754000000,-9000000,-9000000,-51006000000,,,,1387791000000,-1387791000000,,,3134931000000,4667602000000,4295878071
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295878071
2015-03-31,512942000000,2899694000000,-1298297000000,-66877000000,1534520000000,20713000000,,-3327509000000,5693548000000,-14510000000,-66712000000,,,,0,0,,20713000000,,1695000000,-9936000000,-3319268000000,,,9770000000,,6356418000000,-52586000000,,,-536641000000,,,9601734000000,-662870000000,19553000000,-2675642000000,-8303000000,-6207000000,-80000000,0,2797000000,9462182000000,,-10748693000000,,-1283787000000,-165000000,-165000000,-66712000000,,,,0,0,,,4667602000000,6202122000000,4295878071
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295878071
2016-03-31,323530000000,7931400000000,-514014000000,4103000000,7421489000000,18090000000,,2030824000000,5558956000000,-12755000000,-77510000000,,,,27289000000,27289000000,,18090000000,,1419000000,-533000000,2029938000000,,,99411000000,,5462692000000,-24277000000,,,-2387390000000,,,5438339000000,96264000000,-23292000000,2459312000000,-5450000000,-7305000000,-780000000,,1613000000,7716616000000,,-8218708000000,,-501259000000,54324000000,54324000000,-77510000000,,,,27689000000,-400000000,,,6202122000000,13623612000000,4295878071
2016-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295878071
