Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298009762
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298009762
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298009762
2013-12-31,430000000,-24693000000,252000000,-31000000,-25064000000,528000000,,786000000,-26437000000,-1791000000,,-1323000000,-1323000000,,,2491000000,,528000000,,-707000000,-79000000,-351000000,,,318000000,,-26214000000,2643000000,,,,,,-21474000000,-223000000,-27681000000,20298000000,-1791000000,,-58000000,1789000000,669000000,44167000000,,-44524000000,,2043000000,-1199000000,-1199000000,,1465000000,-2788000000,,,,3224000000,-592000000,68103000000,43039000000,4298009762
2014-12-31,1681000000,-13463000000,9505000000,1365000000,370000000,437000000,,-2303000000,-13278000000,-2360000000,,108000000,108000000,,,3598000000,,437000000,,2309000000,-145000000,-4467000000,,,338000000,,-13036000000,2633000000,,,,,,-7565000000,-242000000,-5128000000,-2976000000,-2360000000,,-54000000,645000000,1609000000,19528000000,,-9863000000,,11865000000,-2341000000,-2341000000,,549000000,-441000000,,,,3607000000,2963000000,43039000000,43409000000,4298009762
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298009762
2015-12-31,2869000000,18060000000,-1693000000,3131000000,21534000000,443000000,,-3273000000,18021000000,-2513000000,,1506000000,1506000000,,,2963000000,,443000000,,-2467000000,-351000000,-455000000,,,371000000,,18317000000,1033000000,,,,,,27042000000,-296000000,-11800000000,2042000000,-2513000000,,-37000000,44000000,813000000,,,,,820000000,-1338000000,-1338000000,,2486000000,-980000000,,,,2966000000,2036000000,43409000000,64943000000,4298009762
2016-12-31,2718000000,35474000000,1215000000,-16422000000,19462000000,438000000,,3282000000,29036000000,-221000000,,1240000000,1240000000,,,-14295000000,,438000000,,-856000000,-106000000,4244000000,,,321000000,,29217000000,310000000,,,,,,11786000000,-181000000,4409000000,12712000000,-221000000,,-75000000,1338000000,173000000,,,,,1436000000,-3367000000,-3367000000,,1597000000,-357000000,,,,91400000000,-805000000,64943000000,84405000000,4298009762
2017-12-31,3632000000,1547000000,49000000,-17807000000,-17544000000,406000000,,-4328000000,1837000000,-170000000,,1600000000,1600000000,,,-16314000000,,406000000,,-6049000000,-245000000,1966000000,,,302000000,,2014000000,-190000000,,,,,,-11491000000,-177000000,4653000000,9042000000,-170000000,,-113000000,214000000,118000000,,,,,219000000,-3093000000,-3093000000,,2513000000,-913000000,,,,71811000000,-1333000000,84405000000,66861000000,4298009762
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4298009762
2018-12-31,3906000000,12626000000,249000000,-6560000000,6474000000,388000000,,189000000,8143000000,-41000000,,5000000,5000000,,,-6060000000,,388000000,,-1895000000,-243000000,2327000000,,,182000000,7180000000,8149000000,,,,,,,6820000000,-6000000,8689000000,-7360000000,-41000000,,-43000000,182000000,151000000,,,,,290000000,-505000000,-505000000,,1043000000,-1038000000,,,,63164000000,159000000,66861000000,73335000000,4298009762
2019-12-31,3041000000,-1643000000,-1031000000,-7788000000,-10249000000,420000000,,2736000000,-7840000000,-35000000,,4000000,4000000,,,-4506000000,,420000000,,-179000000,-192000000,3107000000,,,289000000,6834000000,-7628000000,,,,,,,-8809000000,-212000000,5998000000,-4817000000,-35000000,,-1086000000,71000000,19000000,,,,,-996000000,-3286000000,-3286000000,,993000000,-989000000,,,,43319000000,213000000,73335000000,63086000000,4298009762
2020-12-31,1496000000,62857000000,-121000000,-16229000000,45380000000,395000000,,-4589000000,65555000000,-129000000,,-3000000,-3000000,,,-15030000000,,395000000,,-501000000,-188000000,-3900000000,,,329000000,5492000000,65826000000,,,,,,,66135000000,-271000000,-2824000000,2515000000,-129000000,,-43000000,31000000,20000000,,,,,8000000,-1196000000,-1196000000,,1264000000,-1267000000,,,,29913000000,-1127000000,63086000000,108466000000,4298009762
