Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2011-03-31,861006000000,7875443000000,-7043349000000,-984098000000,-277679000000,151352000000,37891000000,-1038344000000,7863538000000,-151578000000,-274820000000,-250000000000,-415000000000,,-221992000000,-221992000000,,151352000000,,-104337000000,3615000000,-937622000000,,,62790000000,,6485414000000,,,,-1172556000000,,2251767000000,3542756000000,1378124000000,-163946000000,2027393000000,-61424000000,-90154000000,-103964000000,0,18283000000,88912666000000,,-95718571000000,-314000000,-6891771000000,-72286000000,-72286000000,-274820000000,0,-250000000000,,499600000000,-721592000000,,-125678000000,3449274000000,3171595000000,4295878360
2012-03-31,918059000000,6618370000000,-6199173000000,-538843000000,-147303000000,155843000000,14344000000,-1519549000000,7049673000000,-194683000000,-214146000000,0,-120000000000,,-149196000000,-149196000000,,155843000000,,114377000000,-6312000000,-1627614000000,,,115751000000,,5615125000000,,,,1771278000000,,6778865000000,1138629000000,1434548000000,-164821000000,-3908826000000,-84443000000,-110240000000,-230000000,,17132000000,172212252000000,,-178233616000000,-300000000,-6004490000000,-55501000000,-55501000000,-214146000000,,0,,528500000000,-677696000000,,-27657000000,3171595000000,3024292000000,4295878360
2013-03-31,1072913000000,-1616268000000,3123899000000,-992372000000,668365000000,170397000000,14867000000,-3190251000000,315806000000,-237998000000,-158323000000,-5700000000,-5700000000,,-763065000000,-763065000000,,170397000000,,78170000000,-15665000000,-3252756000000,,,249626000000,,-1082075000000,,,,-1918329000000,,7934912000000,85422000000,1397881000000,-252883000000,-6931197000000,-117700000000,-120298000000,-15795000000,72430000000,29209000000,156736127000000,,-153457716000000,-2555000000,3361897000000,-65284000000,-65284000000,-158323000000,,-5700000000,,222001000000,-985066000000,,153105000000,3024292000000,3692657000000,4295878360
2014-03-31,1196769000000,-5283802000000,6257776000000,-918045000000,305898000000,181469000000,18374000000,-3211990000000,-3468424000000,-282683000000,-177749000000,,,,-681493000000,-681493000000,,181469000000,,-61296000000,-14169000000,-3136525000000,,,105803000000,,-5382912000000,,,,1171787000000,,12501263000000,-1510920000000,1914488000000,-259247000000,-17285795000000,-125081000000,-157602000000,-388447000000,53033000000,30647000000,130866355000000,,-124021873000000,-638000000,6540459000000,-58803000000,-58803000000,-177749000000,,,,0,-681493000000,,249969000000,3692657000000,3998556000000,4295878360
2014-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295878360
2015-03-31,1152900000000,-6631042000000,7237326000000,-1061489000000,-286225000000,224836000000,16920000000,-2473494000000,-5552204000000,-294307000000,-378853000000,-390000000000,-527400000000,,-89324000000,-89324000000,,224836000000,,14996000000,-24691000000,-2463799000000,,,362476000000,,-6879670000000,,,,-1127687000000,,7447796000000,4965861000000,1327466000000,-154907000000,-18010733000000,-150099000000,-144208000000,,,10404000000,136147558000000,,-128626153000000,-195000000,7531633000000,-65912000000,-65912000000,-378853000000,,-390000000000,,150000000000,-239324000000,,168982000000,3998556000000,3712330000000,4295878360
2015-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295878360
2016-03-31,1099404000000,1382277000000,2580848000000,-82997000000,3800851000000,212656000000,15943000000,-695237000000,749511000000,-213850000000,-426817000000,,,,399917000000,399917000000,,212656000000,,63762000000,-25000000000,-733999000000,,,354509000000,,-1101798000000,,,,-770511000000,,2910257000000,904783000000,1851309000000,-215940000000,-3930387000000,-78894000000,-134956000000,,,35288000000,79936580000000,,-77176969000000,-367000000,2794698000000,-56097000000,-56097000000,-426817000000,,,,697377000000,-297460000000,,-79277000000,3712330000000,7513181000000,4295878360
2017-03-31,989540000000,6808730000000,6512818000000,-721100000000,12573063000000,221352000000,15498000000,-1508265000000,7090605000000,-233699000000,-451517000000,,-468956000000,,246773000000,246773000000,,221352000000,,26403000000,-21891000000,-1512777000000,,,321834000000,,6582337000000,,,,1563929000000,,6437315000000,-7089432000000,508268000000,-131655000000,5802180000000,-87688000000,-146011000000,,,29431000000,54004748000000,,-47290224000000,-328000000,6746517000000,-47400000000,-47400000000,-451517000000,,,,726416000000,-479643000000,,-27386000000,7513181000000,20086245000000,4295878360
2018-03-31,843651000000,10427428000000,-1324718000000,-271096000000,8583581000000,220839000000,16368000000,-1301074000000,10647644000000,-271430000000,-412738000000,,-150000000000,,321952000000,321952000000,,220839000000,,8371000000,-25456000000,-1283989000000,,,138770000000,,10033895000000,,,,853739000000,,8770512000000,-839179000000,613749000000,-104624000000,1353447000000,-133308000000,-138122000000,,,8041000000,63589723000000,,-64651285000000,-464000000,-1053288000000,-30310000000,-30310000000,-412738000000,,,,773434000000,-451482000000,,-248035000000,49105070000000,57688651000000,4295878360
