Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,1564000000,-1537000000,-9634000000,9705000000,-1466000000,253000000,,1209000000,-4837000000,,-74000000,,,8675000000,1923000000,10598000000,,253000000,,-310000000,,,,,32000000,,-4837000000,34000000,,,-4762000000,,,,,-74000000,4028000000,,,-96000000,,,17822000000,-7190000000,-36991000000,14819000000,-9634000000,-2964000000,-819000000,,,,,4631000000,-2708000000,,,3159000000,1693000000,4295900343
2011-12-31,1018000000,362000000,-22342000000,21903000000,-77000000,268000000,,834000000,-1469000000,,-73000000,,,3449000000,-26000000,3423000000,,268000000,,-1245000000,,,,,498000000,,-1469000000,258000000,,,-2712000000,,,,,-129000000,3370000000,,,-33000000,,,25722000000,5127000000,-30164000000,-17935000000,-22342000000,-140000000,18553000000,,,,,6271000000,-6297000000,,,1693000000,1616000000,4295900343
2012-12-31,-1045000000,8367000000,-2748000000,-5876000000,-257000000,321000000,,-602000000,9653000000,,-73000000,,,-1076000000,4173000000,3097000000,,321000000,,-433000000,,,,,578000000,,9653000000,293000000,,,8900000000,,,,,197000000,3793000000,,,-17000000,,,22993000000,-40000000,-37003000000,22736000000,-2748000000,274000000,-8900000000,,,,,7626000000,-3453000000,,,1616000000,1359000000,4295900343
2013-12-31,-338000000,-1359000000,1233000000,-272000000,-398000000,296000000,,648000000,-1967000000,,-73000000,,,3787000000,1177000000,4964000000,,296000000,,648000000,,,,,80000000,921000000,-1967000000,193000000,,,-1844000000,,,,,-202000000,2455000000,,,-52000000,,,43677000000,1030000000,-32824000000,-6332000000,1233000000,-17000000,-5163000000,,,,,5547000000,-4370000000,,,1359000000,961000000,4295900343
2014-12-31,354000000,5950000000,-7319000000,1299000000,-70000000,142000000,,-64000000,5333000000,,-73000000,,,-6340000000,4381000000,-1959000000,,142000000,,-64000000,,,,,31000000,752000000,5333000000,188000000,,,5091000000,,,,,-113000000,1502000000,,,-38000000,,,34525000000,706000000,-20887000000,-11061000000,-7319000000,4000000,3331000000,,,,,8067000000,-3686000000,,,961000000,891000000,4295900343
2015-12-31,330000000,4651000000,-9523000000,4949000000,77000000,158000000,,-264000000,4237000000,,-65000000,,-300000000,-7806000000,6649000000,-1157000000,,158000000,,-264000000,,,,,354000000,942000000,4237000000,361000000,,,3298000000,,,,,-48000000,2385000000,,,-43000000,,,19511000000,-18434000000,-26368000000,22943000000,-9523000000,3999000000,6471000000,,,,,16586000000,-9937000000,,,891000000,968000000,4295900343
2016-12-31,129000000,-6000000,-1339000000,14372000000,13027000000,,,26000000,-21000000,,-67000000,,0,110000000,3825000000,3935000000,,,,71000000,,-45000000,,,-289000000,1446000000,-21000000,372000000,,,-2312000000,,,,,-70000000,2664000000,,,-32000000,0,,24096000000,-10176000000,-24353000000,114000000,-1339000000,-21000000,10504000000,,,,,8694000000,-4869000000,,,8446000000,21473000000,4295900343
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295900343
2017-12-31,-179000000,105000000,5318000000,-14624000000,-9201000000,,,-155000000,136000000,,-77000000,,0,-449000000,-3790000000,-4239000000,,,,-43000000,,-112000000,,,783000000,1816000000,136000000,-165000000,,,671000000,,,,,-52000000,2504000000,,,-356000000,,,18508000000,-2596000000,-12951000000,549000000,5318000000,-18000000,-10308000000,,,,,5158000000,-8948000000,,,21473000000,12272000000,4295900343
2018-12-31,320000000,-8185000000,23375000000,-10248000000,4942000000,,,-99000000,-8557000000,,-76000000,,0,-469000000,-2781000000,-3250000000,,,,-19000000,,-80000000,,,348000000,2350000000,-8557000000,-73000000,,,-7076000000,,,,,-24000000,2845000000,,,-532000000,,,11669000000,22450000000,-13547000000,50000000,23375000000,6000000,-6922000000,,,,,11923000000,-14704000000,,,12272000000,17214000000,4295900343
