Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,1059375000,2749265000,-7113970000,3747310000,-617395000,320713000,,-336850000,2075454000,-196775000,-14600000,750000000,750000000,741785000,4656022000,5397807000,,320713000,,-174798000,26613000,-188665000,,,528151000,1389937000,2075454000,1627026000,,,490383000,,,-20226000,,,-39983000,-196775000,,,,,9400531000,,-7032059000,-163393000,-6917195000,16680000,-2385897000,,750000000,,,,-7196186000,,,2323290000,1705895000,5000001412
2011-12-31,1258246000,2212553000,-7768692000,6474207000,918068000,208055000,,-926018000,1174924000,-194502000,-14600000,0,0,-326536000,1020254000,693718000,,208055000,,-35902000,-972801000,82685000,,,621438000,1312403000,1174924000,1319951000,,,-55917000,,,97379000,,,-22911000,-194502000,,,,,10187315000,,-11401375000,-17398000,-7574190000,-27280000,5795089000,,0,,,,-16339117000,,,1705895000,2623963000,5000001412
2012-12-31,561235000,1610656000,-5739201000,3725393000,-403152000,147759000,,164129000,869039000,-191969000,-14600000,0,0,2377417000,-1566079000,811338000,,147759000,,-764000,-428569000,593462000,,,-50832000,738597000,869039000,392800000,,,247384000,,,698813000,,,-26182000,-191969000,,,,,8019012000,,-11084833000,-451795000,-5547232000,17645000,2928655000,,0,,,,-2468411000,,,2623963000,2220811000,5000001412
2013-12-31,655860000,1369347000,9025778000,-8388989000,2006136000,286242000,,-227469000,497323000,-222756000,-14600000,0,0,-6150379000,-429413000,-6579792000,,286242000,,30423000,-438185000,180293000,,,1489000,1004926000,497323000,46850000,,,186370000,,,-447233000,,0,-47128000,-222756000,,,0,,11567293000,,-4931010000,391058000,9248534000,14529000,-1794597000,,0,,,,-958162000,,,2220811000,4226947000,5000001412
2014-12-31,3034095000,4424946000,-14409853000,6634574000,-3350333000,,,-2201932000,1756407000,-318442000,-21709000,1787533000,1787533000,1521444000,3121343000,4642787000,,,,149546000,-8514000,-2342964000,,,-64598000,1226249000,1756407000,2459998000,,,-385091000,,,-380258000,,-137536000,-261301000,-318442000,,,8615000,,4173038000,,-6579217000,-4164629000,-14091411000,-35568000,225963000,,1787533000,,,,-34767052000,,,10240455000,6890122000,5000001412
2015-12-31,-3055436000,5082953000,-16675016000,14148948000,2556885000,518207000,,4446711000,4004090000,-314401000,-21162000,87772000,87772000,-5209395000,6171314000,961919000,,518207000,,4466724000,8818000,-28831000,,,-168529000,1270060000,4004090000,4079743000,,,439766000,,,350191000,,0,77219000,-314401000,,,14988000,,9129924000,,-14158521000,-2726516000,-16360615000,4993000,13120419000,,87772000,,,,-45669188000,,,6890122000,9447007000,5000001412
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000001412
2016-12-31,640763000,5271542000,577786000,-4874036000,975292000,1272415000,,85460000,3058955000,-234075000,-15128000,7979000,-67021000,-522927000,2030649000,1507722000,,1272415000,,56729000,11054000,17677000,,,-146132000,1439126000,3058955000,2979725000,,,98331000,,,169323000,,,455330000,-234075000,,,0,,17469366000,,-14091437000,-2249441000,811861000,-7639000,-6299609000,0,7979000,0,,,-44567564000,,,12077515000,13052807000,5000001412
2017-12-31,957975000,4964060000,3281179000,-10959272000,-2714033000,1606862000,,76326000,2519511000,-164111000,-24600000,13652000,13652000,-50331000,-680331000,-730662000,,1606862000,,43329000,28323000,4674000,,,3954000,1442484000,2519511000,2759944000,,,-114638000,,,162481000,,,373532000,-164111000,,,25145000,,8976179000,,-6905119000,-1991160000,3445290000,348000,-10217662000,-10000000,13652000,0,,,-44005642000,,,13052807000,10338774000,5000001412
2018-12-31,991035000,7015061000,-12460839000,5829308000,383530000,1913225000,,6776000,3687150000,-159887000,-420950000,-174443000,-374443000,-168769000,3184262000,3015493000,,1913225000,,10187000,-4324000,913000,,,26261000,1694850000,3687150000,2339898000,,,-202506000,,,250471000,,,379181000,-159887000,,,0,,4371097000,,-2894427000,-5142166000,-12300952000,28931000,3609208000,-410000000,8204000,-182647000,,,-43277142000,,,10338774000,10722304000,5000001412
