Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,1262104000000,7065869000000,-2605597000000,-5594592000000,-1154462000000,125682000000,,-5739458000000,11417541000000,-67665000000,-441618000000,,,,-3408258000000,-5177622000000,,125682000000,,-915732000000,-39224000000,-4784502000000,,,110286000000,,6176880000000,2496083000000,,,40337000000,,,6716677000000,5240661000000,195830000000,-3272047000000,-56565000000,-11100000000,,,12537000000,17746145000000,,-20360268000000,63260000000,-2537932000000,24648000000,24648000000,,,,,6368785000000,-9777043000000,2706394000000,-20142000000,5040146000000,3885684000000,5000039820
2011-12-31,2069371000000,166231000000,2719390000000,-1409874000000,1503583000000,126740000000,,-6222914000000,4193034000000,-249992000000,-521892000000,,,,-569292000000,-377621000000,,126740000000,,-1088502000000,23913000000,-5158325000000,,,361384000000,,-1373219000000,1816603000000,,,-38933000000,,,14254082000000,5566253000000,-1433804000000,-15971167000000,-92538000000,-157454000000,,,10637000000,17007146000000,,-14049867000000,,2969382000000,-510361000000,-510361000000,,,,,3020798000000,-3590090000000,4521806000000,27836000000,3885684000000,5389267000000,5000039820
2012-12-31,1496917000000,3222655000000,463903000000,-4315949000000,-796372000000,135406000000,,-5870206000000,7460538000000,-141273000000,-609251000000,,,,-1977066000000,-3706698000000,,135406000000,,-566845000000,-27426000000,-5275935000000,,,444888000000,,2127419000000,1798296000000,,,33956000000,,,8081073000000,5333119000000,1469275000000,-9255181000000,-131850000000,-9423000000,,,7539000000,27202018000000,-1936000000,-26603011000000,,605176000000,,,,,,,5390611000000,-7367677000000,3977649000000,-166981000000,5390108000000,4593736000000,5000039820
2013-12-31,-713435000000,-3992759000000,-392967000000,4179978000000,-300741000000,300453000000,,-5006451000000,1426674000000,-266529000000,-201503000000,,,,417231000000,3531194000000,,300453000000,,-20283000000,-20517000000,-5496215000000,,,479002000000,,-3497061000000,2706389000000,,,54493000000,,,8339466000000,4923735000000,2509439000000,-17106848000000,-159437000000,-107092000000,,,18478000000,33386379000000,14632000000,-33554587000000,,-126438000000,850287000000,850287000000,,,,,10501447000000,-10084216000000,3113963000000,-94993000000,5778390000000,5477649000000,5000039820
2014-12-31,1207969000000,281244000000,-1141012000000,311427000000,-509598000000,247216000000,,-5202261000000,4028320000000,-227549000000,,-37580000000,-37580000000,,2940007000000,2012296000000,,247216000000,,-61063000000,67364000000,-5104063000000,,,117589000000,,-969342000000,1202152000000,,,-92867000000,,,11719276000000,4997662000000,1641141000000,-15439044000000,-140639000000,-86910000000,,81100000000,36364000000,31954949000000,-14153000000,-34253504000000,1193584000000,-913463000000,-1663289000000,-1663289000000,,,-37580000000,,18229052000000,-15448663000000,,38743000000,6472459000000,5962861000000,5000039820
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000039820
2015-12-31,1075392000000,-383906000000,1274144000000,-481414000000,681194000000,240764000000,,-4340602000000,2640540000000,-227345000000,-504952000000,,,,-2127397000000,200333000000,,240764000000,,-125796000000,70124000000,-4284930000000,,,534829000000,4355880000000,-1261970000000,966646000000,,,1922000000,,,21412598000000,3902510000000,-492226000000,-23150910000000,-129454000000,-97891000000,-38535000000,,18600000000,24910867000000,53683000000,-23444908000000,,1501489000000,-176795000000,-176795000000,-504952000000,,,,13502777000000,-16425353000000,12674649000000,272370000000,5962861000000,6644055000000,5000039820
2016-12-31,1277533000000,4905285000000,-4225613000000,333062000000,947269000000,252031000000,,-4800579000000,8176300000000,-322170000000,-168317000000,,,,2279239000000,1013993000000,,252031000000,,-114632000000,56264000000,-4742211000000,,,251627000000,3593358000000,3325262000000,834076000000,,,219323000000,,,16803799000000,4851038000000,-98546000000,-14433390000000,-131009000000,-191161000000,-132301000000,,63000000,28977948000000,-42544000000,-32710934000000,,-3903443000000,-512614000000,-512614000000,-168317000000,,,,15848055000000,-14118720000000,8259380000000,-65465000000,6644055000000,7591324000000,5000039820
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000039820
2017-12-31,1530088000000,-1979005000000,1883709000000,-61097000000,-683038000000,235795000000,,-4502694000000,757806000000,-358174000000,,,,,5377266000000,1742382000000,,235795000000,,-8853000000,185020000000,-4678861000000,,,404428000000,3404608000000,-4131216000000,785133000000,,,35953000000,,,5471037000000,4889022000000,-775776000000,-9647563000000,-162245000000,-195929000000,,203000000,7428000000,33595250000000,-13742000000,-31348444000000,,2241883000000,-1803479000000,-1803479000000,,,,,18438221000000,-13620520000000,9057999000000,-526645000000,7591324000000,6908286000000,5000039820
