Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2012-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2014-12-31,417043000000,-895330000000,2769182000000,-2212992000000,-344353000000,124747000000,106056000000,-3048246000000,1505070000000,-299218000000,-22995000000,,,,-1837972000000,-1837972000000,-1654853000000,124747000000,106056000000,191296000000,-704000000,-3238838000000,,,-13296000000,,-2769598000000,,,,-17041539000000,,,15926794000000,4274668000000,,,-299218000000,,-112549000000,,22402000000,27346777000000,,-24194172000000,270000000,3068400000000,-352025000000,-352025000000,-22995000000,,,,2516211000000,-3614997000000,,-5213000000,2402687000000,2058334000000,5037349820
2015-12-31,227553000000,-248612000000,-2287484000000,2410477000000,-119388000000,135988000000,112021000000,-3116380000000,2392206000000,-575554000000,-223231000000,399716000000,399716000000,,2233992000000,2233992000000,-963101000000,135988000000,112021000000,-166026000000,-15544000000,-2934810000000,,,260507000000,,-1179241000000,,,,-12979348000000,,,12763208000000,3571447000000,,,-575554000000,,0,,48341000000,36386324000000,,-38160568000000,11236000000,-1711930000000,0,0,-223231000000,399716000000,,,4897418000000,-2854996000000,,6231000000,2058334000000,1938946000000,5037349820
2015-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2016-12-31,123830000000,24716000000,-3428306000000,3760688000000,364606000000,161117000000,116716000000,-2836496000000,2459549000000,-385554000000,-17080000000,0,0,,4352470000000,4352470000000,407127000000,161117000000,116716000000,-178020000000,-28252000000,-2630224000000,,,3489000000,,-2200636000000,,,,-22996088000000,,,20388325000000,4660185000000,,,-385554000000,,,,8899000000,62792067000000,,-65860487000000,13861000000,-3042752000000,-574702000000,-574702000000,-17080000000,0,,,12280639000000,-5961562000000,,7508000000,1938946000000,2303552000000,5037349820
2016-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2017-12-31,858298000000,4777205000000,-6021068000000,1848579000000,578860000000,174945000000,123688000000,-3518875000000,7139149000000,-381867000000,-17080000000,,,,1865659000000,1865659000000,516732000000,174945000000,123688000000,-192520000000,-2015000000,-3324340000000,,,79930000000,,2864198000000,,,,-12575780000000,,,14923246000000,4274951000000,,,-381867000000,,,,81480000000,43817580000000,,-49548000000000,6173000000,-5639201000000,0,0,-17080000000,,,,9959197000000,-8093538000000,,-25856000000,2303552000000,2882412000000,5037349820
2017-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
2018-12-31,1663555000000,8089155000000,-4248633000000,-2848073000000,1001854000000,300277000000,,-4508630000000,10633953000000,,-207080000000,,,,-2640993000000,-2640993000000,,300277000000,,-32420000000,-8218000000,-4467992000000,,,246912000000,,5419946000000,,,,240668000000,,,5179278000000,5214007000000,,,,,,,8333000000,44008977000000,,-48271566000000,5294000000,-4248633000000,,,-207080000000,,,,7993936000000,-9596321000000,,9405000000,2882412000000,3884266000000,5037349820
2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5037349820
