Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2011-09-30,,18801000000,-2531000000,-7425000000,9411000000,,,,18801000000,-319000000,-2113000000,43000000,43000000,,,-5218000000,,,,,,,,,,,13758000000,,,,-32010000000,,,45768000000,5043000000,,,-319000000,,-304000000,74000000,6000000,39518000000,,-40657000000,-849000000,-2212000000,-137000000,-137000000,-2113000000,43000000,,,,,13554000000,566000000,20610000000,30021000000,4295856605
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295856605
2012-09-30,,6361000000,-225000000,6662000000,11429000000,,,,6361000000,-319000000,-2219000000,60000000,60000000,,,8821000000,,,,,,,,,,,-3186000000,,,,-40209000000,,,37023000000,9547000000,,,-319000000,,-1000000,18000000,20000000,31200000000,,-30441000000,-702000000,94000000,,,-2219000000,60000000,0,,,,27076000000,-1369000000,30021000000,41450000000,4295856605
2013-09-30,,16167000000,-7607000000,-4096000000,5604000000,,,,16167000000,-356000000,-3226000000,-395000000,-395000000,,,-475000000,,,,,,,,,,,3001000000,,,,1184000000,,,31186000000,13166000000,,,-356000000,,-2000000,81000000,,10224000000,,-16320000000,-1234000000,-7251000000,,,-3226000000,30000000,-425000000,,,,20763000000,1140000000,35507000000,41111000000,4295856605
2013-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768000000,-30137000000,,,,,,,,,,,,,,,,,,,,,,,4295856605
2014-09-30,,5643000000,-1927000000,2795000000,7118000000,,,,5643000000,-370000000,-3827000000,-496000000,-496000000,,,7118000000,,,,,,,,,,,-2419000000,,,,1040000000,,,40295000000,8062000000,-8600000000,-35154000000,-370000000,,,251000000,,11136000000,,-12652000000,-292000000,-1557000000,,,-3827000000,4000000,-500000000,,,,20414000000,607000000,41111000000,48229000000,4295856605
2015-09-30,,21476000000,-9776000000,2043000000,21049000000,,,,21476000000,-321000000,-3763000000,3207000000,2452000000,,,3354000000,,,,,,,,,,,-1891000000,,,,-3411000000,,,30930000000,23367000000,2870000000,-32280000000,-321000000,,,4000000,,15705000000,,-24236000000,-928000000,-9455000000,,,-3763000000,3207000000,0,,,,19320000000,7306000000,48229000000,69278000000,4295856605
2015-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295856605
2016-09-30,,10841000000,-14410000000,1958000000,-3058000000,,,,10841000000,-337000000,-4564000000,0,0,,,6522000000,,,,,,,,,,,4781000000,,,,-2336000000,,,21582000000,6060000000,332000000,-14797000000,-337000000,,,6682000000,17000000,23745000000,,-44182000000,-335000000,-14073000000,,,-4564000000,0,,,,,35381000000,-1447000000,69278000000,66220000000,4295856605
2016-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295856605
2017-09-30,6421000000,,,,,972000000,,-3149000000,,,,,,,,,,972000000,,-2982000000,,-167000000,,,,,,1198000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4295856605
2017-09-30,,24047000000,-12830000000,-6742000000,1828000000,,,,19803000000,,-4386000000,0,0,,,-2281000000,,,,,,,,,,,19803000000,,,,1920000000,,,32442000000,,2081000000,-17838000000,,,-5213000000,0,,19751000000,,-27220000000,-148000000,-12830000000,-75000000,-75000000,-4386000000,,0,,,,25128000000,-2647000000,66220000000,68048000000,4295856605
