Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,5749000000,11021000000,1282000000,-3787000000,8492000000,1083000000,,20451000000,-16262000000,-725000000,,-1973000000,-1973000000,,,,,1083000000,,38000000,-318000000,20731000000,,,,,-15719000000,,,,,,,-14138000000,-543000000,-862000000,,-725000000,,,,,,2007000000,,,2007000000,-1814000000,-1814000000,,,,,,,,-24000000,8732000000,17224000000,5000084509
2011-12-31,4663000000,12800000000,1752000000,-6258000000,8249000000,1041000000,,709000000,6387000000,-995000000,,-3660000000,-3660000000,,,,,1041000000,,89000000,-121000000,741000000,,,,,7459000000,,,,,,,40927000000,-1072000000,-717000000,,-995000000,,,,,,2747000000,,,2747000000,-2598000000,-2598000000,,,,,,,,-45000000,17224000000,25473000000,5000084509
2012-12-31,3743000000,26220000000,-2895000000,-692000000,22477000000,1005000000,,6976000000,14496000000,-861000000,,1906000000,1906000000,,,,,1005000000,,258000000,-319000000,7037000000,,,,,15850000000,,,,,,,39631000000,-1354000000,-569000000,,-861000000,,,,,,-2034000000,,,-2034000000,-2598000000,-2598000000,,,,,,,,-156000000,25473000000,47950000000,5000084509
2013-12-31,4889000000,10473000000,-768000000,1220000000,9554000000,1021000000,,5375000000,-812000000,-590000000,,559000000,559000000,,,,,1021000000,,16000000,-129000000,5488000000,,,2514000000,,1702000000,,,,,,,10753000000,-2514000000,496000000,,-590000000,,,,,,-178000000,,,-178000000,661000000,661000000,,,,,,,,-1371000000,47950000000,57504000000,5000084509
2014-12-31,5279000000,-5092000000,11901000000,6384000000,17577000000,968000000,,1150000000,-12489000000,-1000000000,,189000000,189000000,,,,,968000000,,52000000,-8000000,1106000000,,,1797000000,,-10692000000,,,,,,,-19524000000,-1797000000,-855000000,,-1000000000,,,,,,12901000000,,,12901000000,6195000000,6195000000,,,,,,,,4384000000,57504000000,75081000000,5000084509
2015-12-31,6123000000,-12460000000,1052000000,189000000,-7932000000,940000000,,6549000000,-26072000000,-914000000,,-2267000000,-2267000000,,,,,940000000,,19000000,-146000000,6676000000,,,1154000000,,-24918000000,,,,,,,13988000000,-1154000000,-858000000,,-914000000,,,,,,1966000000,,,1966000000,2456000000,2456000000,,,,,,,,3287000000,75081000000,67149000000,5000084509
2016-12-31,6370000000,2663000000,4106000000,1400000000,8803000000,951000000,,2262000000,-6920000000,-590000000,,45000000,45000000,,,,,951000000,,154000000,-159000000,2267000000,,,695000000,,-6225000000,,,,,,,-4990000000,-695000000,-1865000000,,-590000000,,,,,,4696000000,,,4696000000,1355000000,1355000000,,,,,,,,634000000,67149000000,75952000000,5000084509
2017-12-31,5516000000,12170000000,4210000000,-2048000000,12131000000,969000000,,5852000000,-167000000,-793000000,,-357000000,-357000000,,,,,969000000,,80000000,-170000000,5942000000,,,1019000000,,852000000,,,,,,,23326000000,-1019000000,-745000000,,-793000000,,,,,,5003000000,,,5003000000,-1691000000,-1691000000,,,,,,,,-2201000000,75952000000,88083000000,5000084509
2018-12-31,5297000000,-15968000000,2264000000,-90000000,-13214000000,989000000,,2104000000,-24358000000,-870000000,,168000000,168000000,,,,,989000000,,10000000,-175000000,2398000000,,,255000000,,-23751000000,,,,,,,-9125000000,-607000000,-1299000000,,-870000000,,,,,,3098000000,,36000000,3134000000,-258000000,-258000000,,,,,,,,580000000,88156000000,74942000000,5000084509
2019-12-31,5538000000,-4921000000,5290000000,-424000000,221000000,1447000000,,7302000000,-19208000000,-1322000000,,154000000,154000000,,,,,1447000000,,84000000,-150000000,7384000000,,,1529000000,,-17676000000,,,,,,,-12864000000,-1532000000,-1687000000,,-1322000000,,,,,,6596000000,,16000000,6612000000,-578000000,-578000000,,,,,,,,276000000,74944000000,75167000000,5000084509
