Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2011-06-30,1579000000,-4051000000,-1875000000,5196000000,-496000000,,,240000000,-5870000000,,,0,0,43000000,4743000000,4786000000,,,,210000000,,30000000,,,,,-5870000000,-40000000,,,189000000,,,-4368000000,,-1642000000,-9000000,,,,,,1445000000,,-2196000000,72000000,-1875000000,410000000,410000000,,0,,,9882000000,-5139000000,,234000000,5963000000,5467000000,4296537663
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296537663
2012-06-30,1328000000,-4133000000,-1497000000,6737000000,1580000000,,,554000000,-6015000000,,,0,0,-49000000,6454000000,6405000000,,,,700000000,,-146000000,,,,,-6015000000,117000000,,,-379000000,,,-4040000000,,-1713000000,,,,,,,2508000000,,-2330000000,231000000,-1497000000,332000000,332000000,,0,,,11636000000,-5182000000,,473000000,5467000000,7047000000,4296537663
2013-06-30,1010000000,-1468000000,-2777000000,3378000000,-542000000,,,439000000,-2917000000,,,31000000,31000000,-337000000,3237000000,2900000000,,,,476000000,,-37000000,,,,,-2917000000,243000000,,,714000000,,,-2466000000,,-1388000000,-20000000,,,,,,1537000000,,-3072000000,377000000,-2777000000,447000000,447000000,,31000000,,,12718000000,-9481000000,,325000000,7047000000,6505000000,4296537663
2014-06-30,1483000000,-1739000000,-1905000000,4155000000,230000000,,,301000000,-3523000000,,,99000000,99000000,-106000000,4289000000,4183000000,,,,278000000,,23000000,,,,,-3523000000,88000000,,,-108000000,,,-2239000000,,-1226000000,-38000000,,,,,,2067000000,,-2197000000,,-1905000000,-127000000,-127000000,,99000000,,,15515000000,-11226000000,,-281000000,6505000000,6735000000,4296537663
2015-06-30,445000000,-3259000000,-303000000,5267000000,2283000000,,,682000000,-4386000000,,,64000000,64000000,-286000000,6172000000,5886000000,,,,763000000,,-81000000,,,,,-4386000000,171000000,,,-266000000,,,-3408000000,,-780000000,-103000000,,,,,,2667000000,,-2899000000,,-303000000,-683000000,-683000000,,64000000,,,15462000000,-9290000000,,578000000,6735000000,9018000000,4296537663
2016-06-30,-33000000,3132000000,-1234000000,2860000000,5487000000,,,749000000,2416000000,,,0,0,-434000000,4481000000,4047000000,,,,783000000,,-34000000,,,,,2416000000,359000000,,,-340000000,,,3247000000,,-809000000,-41000000,,,,,,2730000000,,-2704000000,,-1234000000,-1187000000,-1187000000,,0,,,15462000000,-10981000000,,729000000,9018000000,14505000000,4296537663
2017-06-30,1418000000,3163000000,-2105000000,-1168000000,178000000,,,819000000,926000000,,,0,0,1329000000,-1572000000,-243000000,,,,633000000,,186000000,,,,,926000000,86000000,,,-218000000,,,2612000000,,-1434000000,-120000000,,,,,,2581000000,,-3868000000,,-2049000000,-925000000,-925000000,,0,,,16296000000,-17868000000,,288000000,14505000000,14683000000,4296537663
2017-06-30,,,,,,,,,,-56000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,-56000000,,,,,,,,,,,,,,,,,,,,,,4296537663
2018-06-30,1280000000,1228000000,-1875000000,792000000,-278000000,,,329000000,-381000000,-29000000,,,,1577000000,-231000000,1346000000,,,,483000000,,-154000000,,,,,-381000000,90000000,,,-755000000,,,1455000000,,-1097000000,-74000000,-29000000,,,,,2903000000,,-3231000000,,-1846000000,-554000000,-554000000,,,,,16524000000,-16755000000,,-423000000,14683000000,14405000000,4296537663
2019-06-30,93000000,-1047000000,-331000000,-31000000,-435000000,,,29000000,-1169000000,-41000000,,1000000,1000000,-901000000,1148000000,247000000,,,,228000000,,-199000000,,,,,-1169000000,87000000,,,-4927000000,,,1954000000,,1762000000,-45000000,-41000000,,,,,2284000000,,-1991000000,,-290000000,-279000000,-279000000,,1000000,,,15805000000,-14657000000,,974000000,14405000000,13970000000,4296537663
2019-06-30,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296537663
2020-06-30,-1672000000,-1175000000,-674000000,771000000,-1216000000,62000000,,-79000000,514000000,-57000000,,0,0,792000000,655000000,1447000000,,62000000,,111000000,,-190000000,,,,,514000000,638000000,,,693000000,,,-2929000000,,2124000000,-12000000,-57000000,,,,,2874000000,,-1978000000,,-617000000,-676000000,-676000000,,0,,,15241000000,-14586000000,,-138000000,13970000000,12754000000,4296537663
