Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2011-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2013-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2014-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2014-06-30,,3000,-4000,0,-1000,,,,114511000,-4000,,,,,0,0,,,,,,,140014000,-24387000,-7398000,-222737000,,,,,,,,,114511000,,,-4000,0,,,,0,0,,,0,,,,,,,,,,,2000,1000,5000037433
2015-06-30,,-34984000,34984000,0,0,,,,211615000,-16000,,,,,0,0,,,,,,,345513000,-449841000,-5739000,-136532000,,,,,,,,,211615000,,,-16000,0,,,,0,35000000,,,35000000,,,,,,,,,,,1000,1000,5000037433
2016-06-30,,-186736000,194989000,0,8253000,,,,753025000,-11000,,,,,0,0,,,,,,,-1113662000,257244000,-5983000,-77360000,,,,,,,,,753025000,,,-11000,0,,,,0,195000000,,,195000000,,,,,,,,,,,316000,8569000,5000037433
2017-06-30,,-1347000,0,0,-1347000,,,,-758706000,0,,,,,0,0,,,,,,,576845000,211489000,-2589000,-28386000,,,,,,,,,-758706000,,,0,0,,,,0,0,,,0,,,,,,,,,,,8569000,7222000,5000037433
2018-06-30,,-38230000,50000000,0,11770000,,,,2526857000,0,,,,,0,0,,,,,,,-2772791000,230911000,-5769000,-17438000,,,,,,,,,2526857000,,,0,0,,,,0,50000000,,,50000000,,,,,,,,,,,7222000,18992000,5000037433
2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2019-06-30,,-33991000,0,15000000,-18991000,,,,142413000,0,,,,,15000000,15000000,,,,,,,-66414000,-1308000,-12110000,-96572000,,,,,,,,,142413000,,,0,0,,,,,0,,,0,,,,,,,,,,,18992000,1000,5000037433
2019-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000037433
2020-06-30,,0,0,0,0,,,,-30101000,0,,,,,0,0,,,,,,,1775104000,-1638921000,-599000,-105483000,,,,,,,,,-30101000,,,0,0,,,,,,,,,,,,,,,,,,,1000,1000,5000037433
2021-06-30,,43802000,0,0,43802000,,,,64992000,0,,,,,0,0,,,,,,,-708759000,741985000,-4926000,-49490000,,,,,,,,,64992000,,,0,0,,,,,,,,,,,,,,,,,,,1000,43803000,5000037433
2022-06-30,,-188877000,0,100000000,-88877000,,,,94164000,0,,,,,100000000,100000000,,,,,,,-138223000,-84186000,3903000,-64535000,,,,,,,,,94164000,,,0,0,,,,,,,,,,,,,,,,,,,785008000,696131000,5000037433
