Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,521300000,587600000,10186700000,-10529400000,244900000,-504200000,,-438900000,901200000,-1286900000,,,,,-10006400000,-10006400000,,-504200000,,-438900000,,,,,25600000,2688800000,901200000,820300000,,,-373100000,,,454000000,,,,-1286900000,,,,5262600000,191700000,527100000,-148400000,-1134300000,11473600000,74100000,-523000000,,,,,3000600000,-13007000000,,,8405500000,8650400000,4296462551
2011-12-31,14800000,856000000,4268100000,-7208800000,-2084700000,751800000,,-392700000,425100000,-2136900000,,,,,-8945800000,-8945800000,,751800000,,-392700000,,,,,94500000,1939800000,425100000,269700000,,,550200000,,,-394800000,,,,-2136900000,,,,4315700000,14085900000,196800000,-14971800000,1683900000,6405000000,56100000,1737000000,,,,,6680500000,-15626300000,,,8650400000,6565700000,4296462551
2012-12-31,-592300000,908500000,490900000,-2328900000,-929500000,1985900000,,-321700000,-196100000,-1776600000,,,,,-6018300000,-6018300000,,1985900000,,-321700000,,,,,18400000,1240000000,-196100000,51600000,,,-161100000,,,-86600000,,,,-1776600000,,,,4499300000,16580000000,134100000,-16322000000,-314000000,2267500000,189600000,3689400000,,,,,13523900000,-19542200000,,,6565700000,5636200000,4296462551
2013-12-31,675700000,1320400000,-4351200000,2475700000,-555100000,705500000,,-187200000,67300000,-2071800000,-20100000,-193400000,-193400000,,-338200000,-338200000,,705500000,,-187200000,,0,,,68000000,997800000,67300000,64900000,,,153700000,,,-151300000,,,,-2071800000,,,0,1875400000,15084500000,105200000,-16538800000,127000000,-2279400000,181300000,3027400000,-20100000,,-193400000,,2107600000,-2445800000,,,5636200000,5081100000,4296462551
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296462551
2014-12-31,1119100000,1378400000,-1162500000,941300000,1074400000,973200000,,-338400000,58000000,-3058300000,-95300000,-775500000,-775500000,,-1887700000,-1887700000,,973200000,,-338400000,,0,,,21600000,1075600000,58000000,100100000,,,-341100000,,,299000000,,,,-3058300000,,-448600000,,3688100000,10461200000,-8000000,-10024300000,90300000,1895800000,169200000,3699800000,-95300000,,-775500000,,3875200000,-5762900000,,-82800000,5081100000,6155500000,4296462551
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296462551
2015-12-31,1034100000,1189800000,1085200000,-896100000,1315100000,783900000,,27300000,-82600000,-3088700000,-114900000,-531800000,-531800000,,-2698400000,-2698400000,,783900000,,20100000,,7200000,,,9500000,1112000000,-82600000,160500000,,,-198000000,,,-45100000,,,,-3088700000,,,2521200000,2252400000,9226600000,124700000,-8316300000,63700000,4173900000,135900000,2449000000,-114900000,,-531800000,,1626900000,-4325300000,,-63800000,6155500000,7470600000,4296462551
2016-12-31,-848000000,2406300000,-508100000,-2971200000,-1107600000,606700000,,354200000,1314900000,-1866800000,-123000000,0,0,,-2551200000,-2551200000,,606700000,,308800000,,45400000,,,-61200000,1149700000,1314900000,210300000,,,564100000,,,263100000,,,,-1866800000,,,0,1754700000,3611000000,,-4940900000,147600000,1358700000,162100000,-297000000,-123000000,,0,,2426600000,-4977800000,,-34600000,8303000000,7195400000,4296462551
2017-12-31,468200000,534200000,7064300000,-13083100000,-5469000000,296300000,,261600000,-452200000,-793300000,-113700000,-3431900000,-3113900000,,-7136600000,-7136600000,,296300000,,216500000,,45100000,,,40500000,915200000,-452200000,114600000,,,76100000,,,-712500000,,,,-793300000,,,10026000000,907600000,4752500000,,-7022800000,-717400000,7857600000,10200000,-2718900000,-113700000,,-3431900000,,2465300000,-9601900000,,15600000,7195400000,1726400000,4296462551
