Date,"Net Income/Starting Line, Cumulative","Cash from Operating Activities, Cumulative","Cash from Investing Activities, Cumulative","Cash from Financing Activities, Cumulative","Net Change in Cash, Cumulative","Depreciation / Depletion, Cumulative","Amortization, Cumulative",Non-Cash Items,"Changes in Working Capital, Cumulative","Capital Expenditures, Cumulative","Total Cash Dividends Paid, Cumulative","Common Stock Issued (Retired), Net","Issuance (Retirement) of Stock, Net, Cumulative","Short Term Debt Issued (Reduced), Net","Long Term Debt Issued (Reduced), Net","Issuance (Retirement) of Debt, Net, Cumulative",Accounts Receivable (CF),"Depreciation (CF), Cumulative",Amortization of Intangibles (CF),Unusual Items (CF),Equity in Net Earnings (Loss) (CF),Other Non-Cash Items,Cash Receipts,Cash Payments,Cash Taxes Paid,"Cash Interest Paid, Supplemental, Cumulative",Net Changes in Working Capital,Loan Loss Provision,Inventories (CF),Prepaid Expenses (CF),Other Assets (CF),Accounts Payable (CF),Payable / Accrued (CF),Other Liabilities (CF),Other Operating Cash Flow,"Investment Securities, Gains/Losses (CF)","Loans, Gains/Losses (CF)","Purchase of Fixed Assets, Cumulative",Purchase/Acquisition of Intangibles,Acquisition of Business,Sale of Business,Sale of Fixed Assets,Sale/Maturity of Investment,"Investment, Net (CF)",Purchase of Investments,Other Investing Cash Flow,"Other Investing Cash Flow Items, Total, Cumulative",Other Financing Cash Flow,Financing Cash Flow Items,Cash Dividends Paid - Common,Sale/Issuance of Common,Repurchase/Retirement of Common,Short Term Debt Reduction,Long Term Debt Issued,Long Term Debt Reduction,Total Debt Issued,"Foreign Exchange Effects, Cumulative",Net Cash - Beginning Balance,Net Cash - Ending Balance,OAPermID
2010-12-31,,5821821000,-4695833000,-1051175000,265372000,,,,1618385000,-182543000,-1051175000,,,,0,0,,,,,,,12096781000,,-924257000,-6969088000,2469143000,,,,1652238000,,,23159475000,-850758000,,-22342570000,-182543000,,0,,76915000,23389042000,,-27979247000,,-4513290000,,,,,,,,0,,190559000,12816573000,13081945000,4296757902
2011-12-31,,-5896802000,1560969000,-1078595000,-4800810000,,,,-12985198000,-204116000,-1078595000,,,,0,0,,,,,,,16254240000,,-693046000,-8472798000,-10872343000,,,,-98492000,,,5363506000,-2112855000,,-16137357000,-204116000,,-22196000,,32217000,60015394000,,-56152799000,-2107531000,1765085000,,,,,,,,0,,613618000,13081945000,8281135000,4296757902
2012-12-31,,-10539979000,7741998000,1656341000,-1214511000,,,,-15179681000,-59728000,-247239000,,,,0,0,,,,,,,13738401000,,-1156789000,-7941910000,-14042253000,,,,-65951000,,,-13171513000,-1137428000,,-804789000,-59728000,,-58847000,,37469000,18237031000,,-11361156000,947229000,7801726000,1903580000,1903580000,,,,,,0,,-72871000,8281135000,7066624000,4296757902
2013-12-31,,-219380000,409779000,542335000,1157120000,,,,7595860000,-494942000,-259987000,,,,0,802322000,,,,,,,,,-1160330000,-6654910000,-5399592000,,,,-1006280000,,,37775085000,12995452000,,-42168397000,-494942000,,-27974000,6549000,292295000,19815223000,,-17394484000,-1786888000,904721000,0,0,,,,,,0,802322000,424386000,7066624000,8223744000,4296757902
2013-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296757902
2014-12-31,,-6213278000,3049246000,1296366000,-1778553000,,,,4875709000,-362948000,-240008000,,,,0,1536374000,,,,,,,,,-1591295000,-9497692000,-9027587000,,,,-63753000,,,22970707000,13903296000,,-31934541000,-362948000,,0,0,35608000,30345598000,,-26536629000,-432383000,3412194000,,,,,,,,0,4242986000,89113000,8223744000,6445191000,4296757902
2014-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4296757902
2015-12-31,,4808536000,-3298144000,572608000,2672946000,,,,15736810000,-469500000,-106250000,,,,,678858000,,,,,,,,,-1376568000,-9551706000,-1514862000,,,,-365828000,,,45297449000,17251672000,,-46446483000,-469500000,,,,47741000,18162515000,,-16614250000,-4424650000,-2828644000,,,,,,,,,3046208000,589946000,6445191000,9118137000,4296757902
2016-12-31,,9894864000,-5106003000,809398000,6781776000,,,,25585393000,-121439000,-231200000,,,,,1040598000,,,,,,,,,-2461592000,-13228937000,1773837000,,,,-1471981000,,,53812188000,23811556000,,-50566370000,-121439000,,,,267620000,14526776000,,-16646711000,-3132249000,-4984564000,,,,,,,,,4030931000,1183517000,9118137000,15899913000,4296757902
2017-12-31,,-4808535000,-5098534000,6442188000,-2060402000,,,,16835015000,-531876000,-250000000,500000000,500000000,,-8698000,6187648000,,,,,,,,,-2978291000,-18665259000,-12513361000,,,,-1416091000,,,59884323000,29348376000,,-70981593000,-531876000,,,,230588000,17985343000,,-19416275000,-3366314000,-4566658000,4540000,4540000,,500000000,,,,-8698000,9272510000,1404479000,15899913000,13839511000,4296757902
