RIC,Year,Month,Prev Bond Rating,Correct Bond Rating,Pred Bond Rating,Correct Credit Migration,Pred Credit Migration,Probability of Migration
AU188391419=,2023.0,8,4.0,4.0,4.0,0.0,0.0,0.7042253521126761
AU196044949=,2023.0,8,6.0,6.0,6.0,0.0,0.0,0.5492957746478874
AU210664491=,2023.0,8,6.0,5.0,6.0,-1.0,0.0,0.943661971830986
AU238759749=,2023.0,8,6.0,6.0,6.0,0.0,0.0,0.5352112676056339
AU238759773=,2023.0,8,6.0,6.0,6.0,0.0,0.0,0.5774647887323944
AU243096073=,2023.0,8,4.0,4.0,4.0,0.0,0.0,0.676056338028169
AU243134153=,2023.0,8,4.0,4.0,4.0,0.0,0.0,0.6901408450704225
AU245521332=,2023.0,8,5.0,5.0,4.0,0.0,-1.0,0.5507042253521127
AU245580991=,2023.0,8,5.0,5.0,4.0,0.0,-1.0,0.5070422535211268
AU246066094=,2023.0,8,6.0,5.0,6.0,-1.0,0.0,0.8591549295774649
AU255007491=,2023.0,8,4.0,4.0,4.0,0.0,0.0,0.676056338028169
CA0641596E1=,2023.0,8,4.0,4.0,4.0,0.0,0.0,0.5929577464788732
CA173899963=,2023.0,8,3.0,3.0,3.0,0.0,0.0,0.8169014084507042
CA187734428=,2023.0,8,3.0,3.0,3.0,0.0,0.0,0.7746478873239437
CA192371856=,2023.0,8,6.0,6.0,6.0,0.0,0.0,0.5929577464788732
CA195215952=,2023.0,8,5.0,5.0,5.0,0.0,0.0,0.5070422535211268
CL169921881=,2023.0,8,6.0,6.0,6.0,0.0,0.0,0.5070422535211268
CL238471966=,2023.0,8,6.0,6.0,6.0,0.0,0.0,0.5943661971830987
CL239953603=,2023.0,8,6.0,6.0,6.0,0.0,0.0,0.5929577464788732
CO165899431=,2023.0,8,10.0,10.0,10.0,0.0,0.0,0.5070422535211268
ES210229990=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.5647887323943662
ES230827982=,2023.0,8,5.0,5.0,5.0,0.0,0.0,0.5915492957746479
ES240391317=,2023.0,8,5.0,5.0,5.0,0.0,0.0,0.5647887323943662
FR0013464435=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.6619718309859155
FR156988022=,2023.0,8,4.0,4.0,4.0,0.0,0.0,0.7464788732394367
GB121997177=,2023.0,8,6.0,6.0,6.0,0.0,0.0,0.5788732394366198
GB141483757=,2023.0,8,7.0,7.0,7.0,0.0,0.0,0.5070422535211268
GB144163354=,2023.0,8,7.0,7.0,7.0,0.0,0.0,0.5492957746478874
GB148181187=,2023.0,8,5.0,5.0,5.0,0.0,0.0,0.7183098591549296
IE188326315=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.5225352112676056
IE189256876=,2023.0,8,8.0,8.0,9.0,0.0,1.0,0.5225352112676056
IT000539894=1M,2023.0,8,11.0,11.0,11.0,0.0,0.0,0.5507042253521127
IT0005528747=TX,2023.0,8,10.0,10.0,10.0,0.0,0.0,0.523943661971831
IT159677800=,2023.0,8,9.0,9.0,8.0,0.0,-1.0,0.5633802816901409
IT224139098=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.7464788732394367
IT229483501=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.7605633802816902
IT232245255=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.7323943661971831
IT235132451=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.7746478873239437
IT239595499=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.7323943661971831
IT240774801=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.7464788732394367
IT244470475=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.7183098591549296
IT248261137=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.676056338028169
IT248261595=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.6338028169014085
IT249992283=,2023.0,8,8.0,8.0,8.0,0.0,0.0,0.5774647887323944
IT533175=,2023.0,8,11.0,11.0,10.0,0.0,-1.0,0.5661971830985916
IT546772=,2023.0,8,10.0,10.0,10.0,0.0,0.0,0.5915492957746479
JP138989186=,2023.0,8,5.0,5.0,5.0,0.0,0.0,0.8873239436619719
NL191092589=,2023.0,8,7.0,7.0,7.0,0.0,0.0,0.5915492957746479
SE108446005=,2023.0,8,4.0,4.0,4.0,0.0,0.0,0.5633802816901409
USC24285Y410=,2023.0,8,4.0,4.0,4.0,0.0,0.0,0.5788732394366198
USP09376DD69=,2023.0,8,5.0,5.0,5.0,0.0,0.0,0.5915492957746479
