Date,Tier 1 Capital Ratio,Total Capital Ratio,Non Performing Loan Ratio,Coverage Ratio,Equity at Risk,Dividend Growth,Efficiency Ratio,Loan to Deposit Ratio,CASA Ratio,CD Non Equity Ratio,Liquid Assets to Total Assets Ratio,Stable funds to Net Loans Ratio,Liquid Assets to Wholesale funds Ratio,Total Investment Securities to Total Assets Ratio,E/A Ratio,D/E Ratio,LT Debt/E Ratio,Net Profit Margin,"Total Assets, Reported",Total Deposits,Total Debt,Cash and Equivalents,Total Equity,Net Income After Taxes,Net Interest Margin,ROAA,ROAE,Liquidity Coverage Ratio
2010-12-31,27.2,34.8,,,,,0.1664393297181822,28.042344654760594,0.8670185382877147,0.020486399884946875,0.35299522603530653,0.03566035623309535,,0.036771980842867584,0.09220471265701086,0.0,0.0,13.66505,401259459022.28613,7462405643.421998,0.0,141642673436.3767,36998013120.05751,2376852983.465133,-0.5777167302035171,0.00592348150310675,0.06424271962260006,14.644238579800293
2011-12-31,21.7,58.2,,,,,0.1432905093244906,17.45728712108521,0.8541964509834856,0.031600737775600754,0.3441832087464594,0.057282669011737966,0.4096681932236792,0.036817535010460166,0.08734902979534703,9.618322772398809,0.0,15.02875,459782225017.97266,13260323508.267433,386286570812.3652,158249321531.27246,40161531272.46585,3363466031.6319194,-0.6943007233941622,0.007315345936873578,0.08374845094459488,18.07871310247929
2012-12-31,21.8,64.6,0.004171647010512376,0.24971323529411765,0.02796038760015543,,0.9438858339208471,21.770939877894104,0.9492735979644461,0.026238359281487003,0.24064226421847945,0.045932789562998406,0.29060879043547483,0.04447465942278331,0.09634794887486042,8.594501364505827,0.0,1.14224,510257044392.5234,12098371675.053919,422524763659.238,122789410496.046,49162219626.16822,259991013.65923795,-0.2772272257448867,0.0005095294940391567,0.005288431149696282,10.455517735769188
2013-12-31,28.1,70.0,0.0028962174279958315,0.3726015794895273,0.02054835561083511,,0.2579105266460877,45.26671076011935,0.9072200349913543,0.013626500855769462,0.24457159351964486,0.022091289232373714,0.29358710877323335,0.05678716662838671,0.10671398112305021,7.8063444252928855,0.0,12.59935,491463554996.40546,5982272645.57872,409411793673.6161,120198024802.3005,52446032530.55356,2621948238.677211,-0.22127475284021214,0.005334980004155929,0.04999326187638195,
2014-12-31,25.2,69.0,0.0029312077026996926,0.4362888540031397,0.023454742180175996,,0.8310823859890284,35.287857968416546,0.9651002912599576,0.016765371841403743,0.2382810764001086,0.028338359355646447,0.28700126364718853,0.07249524237332293,0.09610979311436314,8.63849531389334,0.0,2.97367,547087836089.1445,8290599388.928828,454216391984.184,130360678468.72754,52580498741.91229,606949137.3112868,-0.21746196460321554,0.001109418081107525,0.011543236595956503,
2015-12-31,22.6,60.0,0.004202085833921625,0.3467885746686512,0.029766054729054015,,0.2450247323426433,19.96196609498209,0.8683214445811802,0.029636668039400668,0.22633948230899514,0.05009526592931012,0.27715478868821475,0.10101070386392202,0.10124014371980371,8.066500748990233,0.0,19.02553,566636453989.9353,15093068835.370237,462745753953.9899,128252201653.4867,57366356038.82099,3844306254.4931703,-0.1833506040682573,0.00678443158293775,0.06701325515414731,
2016-12-31,24.6,74.7,0.004478192728476042,0.31779466666666667,0.03168145156417442,,1.092799597149602,22.931582845485096,0.8515316511576073,0.025476572053188234,0.23955452301897712,0.043607979734241756,0.29350122175262217,0.1046768495388934,0.0982688872353675,8.305741749814986,0.0,-1.24818,570559285585.9094,13107468547.807333,465688206326.3839,136680057512.58087,56068226096.33357,-250537383.1775701,-0.18245169093741698,-0.00043910841433470376,-0.004468437841195645,36.55867256005417
2017-12-31,25.8,74.0,0.003870897182107445,0.3151207692307692,0.02611358005230943,,0.4950297303157919,48.326521973719565,0.7135189143202507,0.012920815989756373,0.24924993718284835,0.020692571266432327,0.30653868442070137,0.09283700253824119,0.10863549564574913,7.484762395498948,0.0,14.17298,541568886592.3796,6237333752.695902,440355549964.0546,134986010963.33572,58833604421.279655,2974757368.7994246,-0.23226475206506564,0.0054928513111544815,0.05056221521800011,
2018-12-31,32.0,97.4,0.004498767117370251,0.4412066666666667,0.03111097500262423,,0.3696049658274569,55.301964967747445,0.6849832762691206,0.01124440734346079,0.26361003830926333,0.01808254011558555,0.32524950434395133,0.07736467405998927,0.11492774699430112,7.052131595620675,0.0,13.59245,543327753414.8095,5407259166.067577,440359317936.73615,143226649892.1639,62443434579.439255,3020256110.711718,-0.2675011650825683,0.0055588106658079565,0.048367872956594185,27.04308548769821
2019-12-31,32.5,88.6,0.004701508732958441,0.3732125,0.03110068385295792,,0.42948613810131964,43.01724568895764,0.7957765954294632,0.0144805973683595,0.2312153449254098,0.02324649065704121,0.2880276171750106,0.08131364672784303,0.11468220573475905,6.999813747508972,0.0,12.08673,553572666247.3041,7096763120.057512,444382716570.8124,127994494967.64917,63484934399.71243,2657791157.44069,-0.22365621581956305,0.0048011603886766755,0.04186491145610649,
