Date,Tier 1 Capital Ratio,Total Capital Ratio,Non Performing Loan Ratio,Coverage Ratio,Equity at Risk,Dividend Growth,Efficiency Ratio,Loan to Deposit Ratio,CASA Ratio,CD Non Equity Ratio,Liquid Assets to Total Assets Ratio,Stable funds to Net Loans,Liquid Assets to Wholesale funds Ratio,Total Investment Securities to Total Assets Ratio,E/A Ratio,D/E Ratio,LT Debt/E Ratio,Net Profit Margin,"Total Assets, Reported",Total Deposits,Total Debt,Cash and Equivalents,Total Equity,Net Income After Taxes,Net Interest Margin,ROAA,ROAE,Liquidity Coverage Ratio
2010-12-31,,142.8,,,,,0.22144776785839654,,,,0.8023193266247458,,3.093996398243638,0.14420145288244696,0.5770824783559885,0.5025337800603963,0.05317879736372253,81.14602,235322292.77437073,,68244274.23790583,188803623.47852442,135800371.9266474,9587064.13676723,0.214957470684593,0.04074014418157739,0.07059674432957877,
2011-12-31,,95.91,,,,,0.39675431412523887,,,0.05545696045125014,0.8911325940627923,,1.9973727684889997,0.05411258705041572,0.377560270569664,1.2386333725957268,0.056961452664688196,73.47994,361452197.6973475,12476829.418873968,169036283.42756224,322101834.56373453,136469989.5606102,8615527.37627078,0.21430261034118106,0.023835869393398365,0.0631312965144207,
2012-12-31,,25.12,,,,,0.32597704437372615,,,0.0008484620205555739,0.9161329303026603,,1.5791739229854773,0.020659384022993357,0.2376036358354063,2.4861619148470737,0.044556675202782635,38.55268,578786224.4955231,374396.1804555166,341901241.1274541,530245119.8658969,137521711.311584,8276340.750663219,0.1773424260200756,0.014299477769839765,0.06018206632050594,24.031847619822855
2013-12-31,,,,,,,0.5638874484529718,,,0.007841295564063664,0.9695546857724794,,1.4006352999102827,0.010307313709821159,0.15727135955596833,4.442211865351569,0.040743336840203336,40.77796,928311026.4651628,6134357.565938404,648548438.3945042,900048305.5635587,145996737.22297263,9201891.812001182,0.3863963643844327,0.009912509438824928,0.06302806478440438,
2014-12-31,,,,,,,0.46329867772693245,,,0.007478210245281246,0.9744900144112977,,1.3557372073749208,0.009409323502382485,0.12787859574503524,5.652350509801468,0.0314743164117949,44.34858,1262540438.6040404,8234171.602614712,912582720.003592,1230333050.2100973,161451898.36000553,15977467.381584018,0.6369249183567589,0.012655014360767651,0.09896116145972748,1669.4512591389114
2015-12-31,,,,,,,0.6376512397323323,,,0.005043234387596266,0.9749528526336646,,1.3133137115728526,0.006166350063048808,0.10758195810570709,6.925856332904875,0.025433696494554674,40.99338,1662736429.7286882,7483433.548980944,1238900234.6056418,1621089625.3418994,178880440.92390472,18312186.39736284,0.7928927179145683,0.011013282724761658,0.10237109380311063,
2016-12-31,13.09,,,,,,0.736406655580314,,,0.0010939257316381395,0.9446731849056761,,1.2461088659161397,0.0017527747616838249,0.07617186247049013,9.969448927785962,0.01697548845989816,25.6428,2554706293.9417863,2581784.5743984254,1940022225.7976406,2413362531.1965637,194596736.47462928,15764788.20012198,0.1209824923923835,0.006170880870926922,0.08101260322100688,25.324047022720215
2017-12-31,13.25,,,,,,0.6091050047689828,,,0.0019095212069038337,0.972011868694077,,1.224826521019631,0.0024688554422995185,0.06763186199212982,11.739460101283616,0.005472037724431741,25.40005,3194497768.065944,5687409.497225517,2536308384.81312,3105089745.076836,216049832.18400267,21270724.43378471,-0.19619037490822963,0.006658550413282248,0.09845286255843569,
2018-12-31,13.36,,,,,,0.3414282800650943,,,0.001054865905071266,0.9575481714024477,,1.227893957109617,0.0233073450222663,0.05489565183576392,14.59698635402351,0.3913130445564055,24.8239,5217041798.718088,5201173.40238048,4180473402.0063086,4995568834.492642,286392910.1950557,31497846.64199628,-0.3974564850006061,0.0060374917160402695,0.1099812373865813,
2019-12-31,14.59,,,,,,0.4171166603397463,,,0.0,0.98212044843544,,1.253841825132703,0.00023220332381665204,0.05574687202685567,14.496047344206486,0.44336505354933975,29.48081,6094624724.516103,0.0,4925122896.687458,5985655567.487474,339756264.5693097,53567726.944476664,-1.8098613527152478,0.008789339683048295,0.1576651633263673,36.87634421491394
2020-12-31,15.82,,,,,,0.5528610273899981,,,0.007134167153591488,0.9738472590100772,,1.2381579513066163,0.003943200064453683,0.05588605662924336,14.465976697507163,0.3910801083317701,30.1584,7641606169.342618,51469783.7661876,6177828943.675938,7441757222.448804,427059235.118257,56551858.32363605,-0.8166947534485623,0.007400519873755941,0.13242157919375347,
2021-12-31,14.94,,,,,,0.4319436656629248,,,0.0211731830597448,0.9758201131170825,,1.2564933559861995,0.004316266136207778,0.04513439028061141,17.58691852016084,0.3796370400605183,43.20164,12062452246.339666,243873163.28477833,9574871153.98287,11770783515.492579,544431427.4275323,116237067.69139817,-0.2915510324273393,0.009636271739576846,0.21350175951565573,163.06873995666461
