year,month,EWMA,PermID,Currency
2011.0,7.0,606.1714285714286,8589934275.0,
2011.0,8.0,563.038961038961,8589934275.0,
2011.0,9.0,533.1452690166976,8589934275.0,
2011.0,10.0,526.237316017316,8589934275.0,
2011.0,11.0,512.9500209467951,8589934275.0,
2011.0,12.0,502.9081055452484,8589934275.0,
2012.0,1.0,510.65745168217614,8589934275.0,
2012.0,2.0,537.9591827518886,8589934275.0,
2012.0,3.0,550.5405279521522,8589934275.0,
2012.0,4.0,550.9654157476692,8589934275.0,
2012.0,5.0,541.9305690548705,8589934275.0,
2012.0,6.0,544.9239100604212,8589934275.0,
2012.0,7.0,546.5780660444576,8589934275.0,
2012.0,8.0,552.8848725046012,8589934275.0,
2012.0,9.0,561.955213057127,8589934275.0,
2012.0,10.0,582.4996591423675,8589934275.0,
2012.0,11.0,599.1272291567482,8589934275.0,
2012.0,12.0,622.140018154671,8589934275.0,
2013.0,1.0,655.2246176357465,8589934275.0,
2013.0,2.0,688.0823401534393,8589934275.0,
2013.0,3.0,701.9861767065855,8589934275.0,
2013.0,4.0,695.1692772042077,8589934275.0,
2013.0,5.0,717.313212670438,8589934275.0,
2013.0,6.0,703.3666055039365,8589934275.0,
2013.0,7.0,713.5311291418511,8589934275.0,
2013.0,8.0,709.6298502270777,8589934275.0,
2013.0,9.0,701.4173060047316,8589934275.0,
2013.0,10.0,690.4477833962837,8589934275.0,
2013.0,11.0,690.4691297934196,8589934275.0,
2013.0,12.0,673.4545648808637,8589934275.0,
2014.0,1.0,666.856827891905,8589934275.0,
2014.0,2.0,651.435913942362,8589934275.0,
2014.0,3.0,630.2774807782416,8589934275.0,
2014.0,4.0,621.1162403885876,8589934275.0,
2014.0,5.0,618.375620194214,8589934275.0,
2014.0,6.0,615.9020958113566,8589934275.0,
2014.0,7.0,612.0227870360849,8589934275.0,
2014.0,8.0,625.8388935180927,8589934275.0,
2014.0,9.0,639.9239922136175,8589934275.0,
2014.0,10.0,633.3728656720201,8589934275.0,
2014.0,11.0,633.6589328360102,8589934275.0,
2014.0,12.0,624.8247045132412,8589934275.0,
2015.0,1.0,615.7552093994767,8589934275.0,
2015.0,2.0,607.5376046997378,8589934275.0,
2015.0,3.0,590.8051659862322,8589934275.0,
2015.0,4.0,602.3075829931162,8589934275.0,
2015.0,5.0,613.2406336018213,8589934275.0,
2015.0,6.0,608.3884986190925,8589934275.0,
2015.0,7.0,590.9399014834593,8589934275.0,
2015.0,8.0,570.9787007417297,8589934275.0,
2015.0,9.0,535.1848049163194,8589934275.0,
2015.0,10.0,526.2537660945234,8589934275.0,
2015.0,11.0,524.8387878091665,8589934275.0,
2015.0,12.0,525.003917714107,8589934275.0,
2016.0,1.0,508.26945885705356,8589934275.0,
2016.0,2.0,478.8668722856696,8589934275.0,
2016.0,3.0,463.9643885237872,8589934275.0,
2016.0,4.0,454.45243235713167,8589934275.0,
2016.0,5.0,444.71621617856584,8589934275.0,
2016.0,6.0,443.2296989983738,8589934275.0,
2016.0,7.0,462.15294473728216,8589934275.0,
2016.0,8.0,499.04124509591384,8589934275.0,
2016.0,9.0,536.386531638866,8589934275.0,
2016.0,10.0,576.4218372480045,8589934275.0,
2016.0,11.0,601.3995549876386,8589934275.0,
2016.0,12.0,628.3297774938193,8589934275.0,
2017.0,1.0,651.4410792231001,8589934275.0,
2017.0,2.0,666.3305396115501,8589934275.0,
2017.0,3.0,663.3674437188185,8589934275.0,
2017.0,4.0,652.9059440816316,8589934275.0,
2017.0,5.0,660.645829183673,8589934275.0,
2017.0,6.0,674.5138236827456,8589934275.0,
2017.0,7.0,706.9283404128014,8589934275.0,
2017.0,8.0,728.4550792973098,8589934275.0,
2017.0,9.0,728.5227777438929,8589934275.0,
2017.0,10.0,737.8432070537647,8589934275.0,
2017.0,11.0,736.8443307996097,8589934275.0,
2017.0,12.0,743.5458496103312,8589934275.0,
2018.0,1.0,759.8479248051656,8589934275.0,
2018.0,2.0,749.0839624025828,8589934275.0,
2018.0,3.0,720.7467431060534,8589934275.0,
2018.0,4.0,704.1758715530267,8589934275.0,
2018.0,5.0,716.8950786336561,8589934275.0,
2018.0,6.0,719.6070631263519,8589934275.0,
2018.0,7.0,716.587622472267,8589934275.0,
2018.0,8.0,709.2233566906789,8589934275.0,
2018.0,9.0,687.2966783453394,8589934275.0,
2018.0,10.0,661.7700783031045,8589934275.0,
2018.0,11.0,656.3873118788249,8589934275.0,
2018.0,12.0,654.0147085709914,8589934275.0,
2019.0,1.0,648.945990649132,8589934275.0,
2019.0,2.0,644.790495324566,8589934275.0,
2019.0,3.0,632.8214381384735,8589934275.0,
2019.0,4.0,645.0932190692367,8589934275.0,
2019.0,5.0,651.413276201285,8589934275.0,
2019.0,6.0,651.1366381006426,8589934275.0,
2019.0,7.0,658.2096233981474,8589934275.0,
2019.0,8.0,633.6548116990737,8589934275.0,
2019.0,9.0,623.3845487066797,8589934275.0,
2019.0,10.0,613.4357526142094,8589934275.0,
2019.0,11.0,598.6250191642475,8589934275.0,
2019.0,12.0,589.1450095821237,8589934275.0,
2020.0,1.0,585.1975047910619,8589934275.0,
2020.0,2.0,575.2212523955309,8589934275.0,
2020.0,3.0,531.54358074322,8589934275.0,
2020.0,4.0,472.16429037161004,8589934275.0,
2020.0,5.0,435.9176715015945,8589934275.0,
2020.0,6.0,412.6281539326154,8589934275.0,
2020.0,7.0,393.59342479239467,8589934275.0,
2020.0,8.0,364.25546239619734,8589934275.0,
2020.0,9.0,337.00954937991685,8589934275.0,
2020.0,10.0,324.33432014450386,8589934275.0,
2020.0,11.0,349.1790648341567,8589934275.0,
2020.0,12.0,373.5133419408878,8589934275.0,
2021.0,1.0,388.2429209704439,8589934275.0,
2021.0,2.0,399.10521048522196,8589934275.0,
2021.0,3.0,414.38304002521966,8589934275.0,
2021.0,4.0,422.38277001260985,8589934275.0,
2021.0,5.0,435.0190165852523,8589934275.0,
2021.0,6.0,434.71519011080795,8589934275.0,
2021.0,7.0,421.07009505540395,8589934275.0,
2021.0,8.0,411.2493332419877,8589934275.0,
2021.0,9.0,395.0621666209938,8589934275.0,
2021.0,10.0,410.31322616763975,8589934275.0,
2021.0,11.0,422.7270676292744,8589934275.0,
2021.0,12.0,431.7575814336848,8589934275.0,
2022.0,1.0,468.37379071684234,8589934275.0,
2022.0,2.0,507.81189535842117,8589934275.0,
2022.0,3.0,503.2787737661671,8589934275.0,
2022.0,4.0,510.36043951466246,8589934275.0,
2022.0,5.0,508.6195054716169,8589934275.0,
2022.0,6.0,517.8997527358085,8589934275.0,
2022.0,7.0,520.6213049393328,8589934275.0,
2022.0,8.0,529.9242888333029,8589934275.0,
2022.0,9.0,523.1180967976038,8589934275.0,
2022.0,10.0,492.54714363689715,8589934275.0,
2022.0,11.0,487.02584454572127,8589934275.0,
2022.0,12.0,494.6229222728606,8589934275.0,
2023.0,1.0,538.2995563745255,8589934275.0,
2023.0,2.0,577.6747781872627,8589934275.0,
2023.0,3.0,576.6960847458054,8589934275.0,
2023.0,4.0,572.6730423729027,8589934275.0,
2023.0,5.0,587.6115211864513,8589934275.0,
2023.0,6.0,598.8125787750439,8589934275.0,
2023.0,7.0,609.3329560541886,8589934275.0,
