year,month,EWMA,PermID,Currency
2011.0,7.0,212.33621457142857,8589934333.0,
2011.0,8.0,178.42173991774894,8589934333.0,
2011.0,9.0,159.07934414656773,8589934333.0,
2011.0,10.0,161.25800603665223,8589934333.0,
2011.0,11.0,159.15951374794022,8589934333.0,
2011.0,12.0,161.94873670771662,8589934333.0,
2012.0,1.0,174.9837831782186,8589934333.0,
2012.0,2.0,198.08855897671503,8589934333.0,
2012.0,3.0,212.169783630259,8589934333.0,
2012.0,4.0,206.07931045584118,8589934333.0,
2012.0,5.0,191.9475062738189,8589934333.0,
2012.0,6.0,184.0485749237149,8589934333.0,
2012.0,7.0,166.93589969406264,8589934333.0,
2012.0,8.0,168.1503391068943,8589934333.0,
2012.0,9.0,182.12546056530806,8589934333.0,
2012.0,10.0,197.63614539170464,8589934333.0,
2012.0,11.0,210.39409034942963,8589934333.0,
2012.0,12.0,223.44387569253738,8589934333.0,
2013.0,1.0,247.6039707689021,8589934333.0,
2013.0,2.0,266.1616538824368,8589934333.0,
2013.0,3.0,272.85399208237396,8589934333.0,
2013.0,4.0,270.8320385591157,8589934333.0,
2013.0,5.0,280.9423054847956,8589934333.0,
2013.0,6.0,277.9234027374572,8589934333.0,
2013.0,7.0,279.65825794217045,8589934333.0,
2013.0,8.0,271.62678882759747,8589934333.0,
2013.0,9.0,272.5869525638097,8589934333.0,
2013.0,10.0,272.28260671555364,8589934333.0,
2013.0,11.0,264.11868429495127,8589934333.0,
2013.0,12.0,263.06184214649136,8589934333.0,
2014.0,1.0,271.77978471366896,8589934333.0,
2014.0,2.0,266.11114235551463,8589934333.0,
2014.0,3.0,252.49128546188604,8589934333.0,
2014.0,4.0,247.99939273068156,8589934333.0,
2014.0,5.0,248.2096963653469,8589934333.0,
2014.0,6.0,241.82508627781863,8589934333.0,
2014.0,7.0,228.34841270402868,8589934333.0,
2014.0,8.0,224.3792063519999,8589934333.0,
2014.0,9.0,226.37483044873085,8589934333.0,
2014.0,10.0,224.91785000697277,8589934333.0,
2014.0,11.0,230.51517500348893,8589934333.0,
2014.0,12.0,234.90282559698355,8589934333.0,
2015.0,1.0,234.70260327468225,8589934333.0,
2015.0,2.0,245.1588016373417,8589934333.0,
2015.0,3.0,249.88394627321645,8589934333.0,
2015.0,4.0,253.7682231366083,8589934333.0,
2015.0,5.0,257.8064799893568,8589934333.0,
2015.0,6.0,262.389603631042,8589934333.0,
2015.0,7.0,268.3143670329123,8589934333.0,
2015.0,8.0,269.47093351645617,8589934333.0,
2015.0,9.0,261.4638758491372,8589934333.0,
2015.0,10.0,255.9353470154777,8589934333.0,
2015.0,11.0,241.69148303154836,8589934333.0,
2015.0,12.0,231.4885986586313,8589934333.0,
2016.0,1.0,212.93804932931565,8589934333.0,
2016.0,2.0,188.76426275989593,8589934333.0,
2016.0,3.0,175.18927423709084,8589934333.0,
2016.0,4.0,169.0505894994978,8589934333.0,
2016.0,5.0,169.64029474974888,8589934333.0,
2016.0,6.0,167.76446555669264,8589934333.0,
2016.0,7.0,156.77985182596535,8589934333.0,
2016.0,8.0,158.50128954934632,8589934333.0,
2016.0,9.0,164.1722356837641,8589934333.0,
2016.0,10.0,170.55992736569158,8589934333.0,
2016.0,11.0,186.87996368284578,8589934333.0,
2016.0,12.0,206.4512318414229,8589934333.0,
2017.0,1.0,218.52323496833048,8589934333.0,
2017.0,2.0,224.40661748416525,8589934333.0,
2017.0,3.0,226.43591743773482,8589934333.0,
2017.0,4.0,221.03462538553407,8589934333.0,
2017.0,5.0,215.67207459752893,8589934333.0,
2017.0,6.0,210.16444638967357,8589934333.0,
2017.0,7.0,208.73698509959868,8589934333.0,
2017.0,8.0,204.38326527707204,8589934333.0,
2017.0,9.0,196.74163263853603,8589934333.0,
2017.0,10.0,193.80604359199526,8589934333.0,
2017.0,11.0,189.49506725054306,8589934333.0,
2017.0,12.0,194.49621783579784,8589934333.0,
2018.0,1.0,198.47719982698982,8589934333.0,
2018.0,2.0,199.1285999134949,8589934333.0,
2018.0,3.0,204.19525233769983,8589934333.0,
2018.0,4.0,208.25012616884993,8589934333.0,
2018.0,5.0,207.68053927490115,8589934333.0,
2018.0,6.0,201.69288868506965,8589934333.0,
2018.0,7.0,195.01735343344393,8589934333.0,
2018.0,8.0,189.99549489854013,8589934333.0,
2018.0,9.0,182.34574744927005,8589934333.0,
2018.0,10.0,175.5376563333307,8589934333.0,
2018.0,11.0,172.7624645303017,8589934333.0,
2018.0,12.0,163.19596910725613,8589934333.0,
2019.0,1.0,161.30843909908262,8589934333.0,
2019.0,2.0,160.42821954954132,8589934333.0,
2019.0,3.0,160.7683954890564,8589934333.0,
2019.0,4.0,162.4056977445282,8589934333.0,
2019.0,5.0,159.39046791988315,8589934333.0,
2019.0,6.0,154.9922339599416,8589934333.0,
2019.0,7.0,155.99350828431864,8589934333.0,
2019.0,8.0,148.991039856445,8589934333.0,
2019.0,9.0,147.8812342139368,8589934333.0,
2019.0,10.0,153.2606171069684,8589934333.0,
2019.0,11.0,161.789832363008,8589934333.0,
2019.0,12.0,169.186416181504,8589934333.0,
2020.0,1.0,173.1172989998429,8589934333.0,
2020.0,2.0,172.84564949992145,8589934333.0,
2020.0,3.0,139.8896429317789,8589934333.0,
2020.0,4.0,115.54407146588944,8589934333.0,
2020.0,5.0,110.4425620487342,8589934333.0,
2020.0,6.0,114.84855375163983,8589934333.0,
2020.0,7.0,114.53949426712427,8589934333.0,
2020.0,8.0,111.47874713356214,8589934333.0,
2020.0,9.0,105.90050993041743,8589934333.0,
2020.0,10.0,104.94980041975417,8589934333.0,
2020.0,11.0,118.22013830511517,8589934333.0,
